,LOC,DATE,PER,ORG
bam,0.9999197125434875,0.9998850226402283,0.9998087286949158,0.9999170303344727
bbj,0.9992866516113281,0.999545693397522,0.9997373819351196,0.9997721314430237
ewe,0.9999145865440369,0.9960143566131592,0.9998116493225098,0.999773383140564
fon,0.9998248219490051,0.9998488426208496,0.9997329711914062,0.9999457597732544
hau,0.9993589520454407,0.9999477863311768,0.9997871518135071,0.9999174475669861
ibo,0.9994556307792664,0.9999623894691467,0.9998705387115479,0.9999580979347229
kin,0.9996113181114197,0.9999035596847534,0.9998877048492432,0.9999702572822571
lug,0.9996252655982971,0.999928891658783,0.9995229840278625,0.9999099969863892
luo,0.9998775124549866,0.9999414086341858,0.9991647601127625,0.9999063014984131
mos,0.9997075200080872,0.9996334314346313,0.9997974634170532,0.999927818775177
nya,0.9994421005249023,0.9998714923858643,0.9998595714569092,0.9998865127563477
pcm,0.9998989105224609,0.9991310238838196,0.999859094619751,0.9998467564582825
sna,0.9991408586502075,0.9999094605445862,0.9994900226593018,0.9998874664306641
swa,0.999918520450592,0.9997661113739014,0.9997969269752502,0.9998350739479065
tsn,0.999902069568634,0.9999502301216125,0.9998005628585815,0.9997138381004333
twi,0.999732255935669,0.999622642993927,0.9997814893722534,0.9999399781227112
wol,0.9996320605278015,0.9999319314956665,0.9998824596405029,0.9995729923248291
xho,0.9989261031150818,0.9998307824134827,0.9998391270637512,0.9999169707298279
yor,0.9994305372238159,0.9998220801353455,0.9996848106384277,0.9998758435249329
zul,0.9996282458305359,0.9999266862869263,0.9998818039894104,0.9999504685401917
