,DATE,ORG,LOC,PER
bam,0.9658745527267456,0.9605295062065125,0.9445317983627319,0.9706404805183411
bbj,0.9553014039993286,0.9727327823638916,0.9106574654579163,0.9706804752349854
ewe,0.9602003693580627,0.9803594350814819,0.9601883292198181,0.9631290435791016
fon,0.9583705067634583,0.9798712134361267,0.9252239465713501,0.9728171825408936
hau,0.9240567684173584,0.970788300037384,0.9290388822555542,0.9636818170547485
ibo,0.9857169985771179,0.9785653948783875,0.9356054663658142,0.97580486536026
kin,0.9793633818626404,0.9863280653953552,0.9743954539299011,0.9714850783348083
lug,0.9639351963996887,0.9678435921669006,0.9788007140159607,0.9727064967155457
luo,0.9806451201438904,0.9766718745231628,0.9680585265159607,0.9627650380134583
mos,0.9449023008346558,0.9798855185508728,0.9385479092597961,0.9759515523910522
nya,0.9691125154495239,0.9874861240386963,0.9375433325767517,0.9793035387992859
pcm,0.8860292434692383,0.9373526573181152,0.9625426530838013,0.9731625318527222
sna,0.9818904995918274,0.9762755036354065,0.9492156505584717,0.977839469909668
swa,0.9016121029853821,0.9541836380958557,0.9607713222503662,0.9548592567443848
tsn,0.976322591304779,0.9732242822647095,0.9592492580413818,0.9741076827049255
twi,0.9706955552101135,0.9877991080284119,0.9733631014823914,0.9758103489875793
wol,0.9754551649093628,0.9723352789878845,0.9238200783729553,0.9754019975662231
xho,0.9730027318000793,0.970251739025116,0.9418758749961853,0.9657760262489319
yor,0.9656361937522888,0.9808807969093323,0.9188495874404907,0.9620891809463501
zul,0.9734349846839905,0.9847906231880188,0.9513799548149109,0.9696040153503418
