,PER,LOC,ORG,DATE,SWD_mean
bam,,,0.009782336458556529,,0.009782336458556529
bbj,,0.01047176364227198,0.006810805896748207,,0.008641284769510094
ewe,0.006968517013319797,,0.006575808472462086,,0.0067721627428909414
fon,0.007351439124249737,,,,0.007351439124249737
hau,0.007012910576122522,,0.0071030594044714235,,0.007057984990296973
ibo,,0.009568135563313263,0.007537529726505454,,0.008552832644909358
kin,,,0.008503054174070712,,0.008503054174070712
lug,0.01036377613854711,,0.008114444017792266,,0.009239110078169688
luo,0.008693983379089332,,0.008201755017580581,,0.008447869198334956
mos,0.007908659037639154,,0.006773557246560813,,0.0073411081420999835
nya,,,0.007168633824221615,,0.007168633824221615
pcm,0.007667827748718992,0.008928897027999483,,,0.008298362388359237
sna,0.008355819205917214,0.009680992037829128,,,0.009018405621873171
swa,0.006480805305727699,,,,0.006480805305727699
tsn,,0.008563161808524455,0.007983342271018046,,0.00827325203977125
twi,0.00717814875588374,,,,0.00717814875588374
wol,,,0.0075229945623505046,,0.0075229945623505046
xho,0.00806885768815846,0.009551455039400025,,,0.008810156363779242
yor,,0.011187409812919213,0.008147712162099197,,0.009667560987509205
zul,,0.008870425095210521,,,0.008870425095210521
