,DATE,ORG,PER,LOC,Mean
pcm,,,0.592917263507843,0.8743091821670532,0.844160048024995
lug,,0.8473460078239441,0.590582549571991,,0.8198356372969491
ibo,,0.7969375848770142,,0.8393556475639343,0.8181466162204742
tsn,,0.8055698275566101,,0.830320417881012,0.817945122718811
bbj,,0.7965728640556335,,,0.7965728640556335
wol,,0.772315502166748,,,0.772315502166748
sna,,,0.5061182975769043,0.8021249771118164,0.7704099757330758
nya,,0.7694737315177917,,,0.7694737315177917
mos,,0.7952602505683899,0.5242449045181274,,0.7662228920630046
luo,,0.7754486203193665,0.68744957447052,,0.7660201511212757
kin,,0.7476093173027039,,,0.7476093173027039
bam,,0.7334355711936951,,,0.7334355711936951
ewe,,0.7365356087684631,0.630610466003418,,0.7251864863293511
hau,,0.727461040019989,0.6295151710510254,,0.7169668397733143
twi,,,0.7118754982948303,,0.7118754982948303
zul,,,,0.7021372318267822,0.7021372318267822
xho,,,0.6280316114425659,0.7086862921714783,0.7000447192362377
yor,,0.7968934774398804,,0.5653923749923706,0.6811429262161255
swa,,,0.654751718044281,,0.654751718044281
fon,,,0.5507751107215881,,0.5507751107215881
