,LOC,PER,ORG,DATE,Mean
lug,0.9999717,0.99999356,0.9999895,0.99995065,0.99997634
twi,0.999935,0.999974,0.99998164,0.99987274,0.9999408
luo,0.9999448,0.9999903,0.99998975,0.9998209,0.99993646
kin,0.99984837,0.99999124,0.9999894,0.9998859,0.9999287
nya,0.99983716,0.99997896,0.9999881,0.9998894,0.9999234
tsn,0.999896,0.99998873,0.9999755,0.9998208,0.99992025
swa,0.99996907,0.99996877,0.99994516,0.9997919,0.9999187
wol,0.9998865,0.99997985,0.9999825,0.99980825,0.9999143
mos,0.9998526,0.9999874,0.99997485,0.99984014,0.9999138
bam,0.9998899,0.9999805,0.99994177,0.99983495,0.9999118
zul,0.999819,0.99995005,0.99998814,0.9998856,0.99991065
sna,0.9999035,0.99993795,0.9999922,0.9997347,0.99989206
xho,0.9997005,0.9999744,0.99998164,0.99979883,0.99986386
ibo,0.9998883,0.99998194,0.9999063,0.9996571,0.99985844
yor,0.9997806,0.99993443,0.9999448,0.99968916,0.9998373
ewe,0.9998614,0.9998033,0.99998456,0.9996807,0.9998325
bbj,0.9997611,0.99998355,0.99995154,0.99948174,0.9997945
pcm,0.99966115,0.99967027,0.99995005,0.9998393,0.9997802
fon,0.9986692,0.999974,0.9999681,0.99987066,0.99962044
hau,0.9916819,0.9999199,0.99807227,0.99281234,0.9956216
