,LOC,PER,ORG,DATE,Mean
zul,0.9999623897939732,0.9999257962219552,0.9999593693753498,0.999927104706904,0.9999436650245456
xho,0.9999570537762962,0.9999004238470647,0.9999628772241975,0.9999502919130538,0.999942661690153
lug,0.9999554486232181,0.9999368054114975,0.999969715324477,0.9998961225224541,0.9999395229704117
nya,0.9999552253731758,0.9999436419827911,0.9999762860828539,0.9998822204616613,0.9999393434751206
kin,0.9999669092012058,0.9999053631955139,0.9999644801431565,0.9998690755257909,0.9999264570164168
sna,0.9999489066195405,0.999894586397906,0.9999696027315444,0.9998818255271882,0.9999237303190448
tsn,0.9999407246973797,0.9999031672405607,0.9999488450244446,0.9998997993826084,0.9999231340862484
luo,0.9999522196666868,0.9999084095725667,0.9999171692895739,0.9999039403970439,0.9999204347314679
wol,0.9999469311098398,0.9999061925028268,0.9999442923209143,0.9998374247381765,0.9999087101679394
swa,0.999893732051002,0.9999186579126533,0.9999298956510155,0.9998832092111425,0.9999063737064533
bam,0.9998866013116878,0.9999028480191025,0.999919194012606,0.9999041288106284,0.9999031930385062
hau,0.9998987680328421,0.9998713607348063,0.9999442384109613,0.9998792997106054,0.9998984167223037
twi,0.9999019638225559,0.9999045005696079,0.9999452255052677,0.9998410281682999,0.9998981795164328
ibo,0.9999188850875969,0.9999105422597862,0.999899787701213,0.9998633506673924,0.9998981414289971
ewe,0.9999053542321957,0.9998754870137773,0.9999126199777445,0.9998877852959501,0.999895311629917
mos,0.9998770722138363,0.9998871916042096,0.9999406989676524,0.9998332852201586,0.9998845620014642
pcm,0.9998759129484776,0.9998651162998112,0.9998284890846708,0.9998475403474036,0.9998542646700909
bbj,0.9998427203140652,0.9998642795045114,0.9998822234498843,0.9997506546277729,0.9998349694740585
fon,0.9998687129389522,0.999836544335246,0.9999152203066426,0.9996250724682822,0.9998113875122807
yor,0.9997201633373534,0.999777130657003,0.999828567927687,0.9996385018788195,0.9997410909502157
