,PER,DATE,ORG,LOC,Mean
kin,0.9761484574935531,0.9738554210696335,0.9867631987457707,0.9685746050573016,0.9763354205915646
twi,0.9830472731652606,0.9709358652407408,0.9886942386890366,0.9623376357636163,0.9762537532146636
sna,0.9829223713997688,0.983382491084847,0.9835254728525046,0.9440852336503817,0.9734788922468754
luo,0.9822406473791786,0.9635718083231357,0.9826421223090219,0.9559534440756889,0.9711020055217563
ibo,0.9798766976880384,0.9834509192669468,0.9732392458544309,0.9474402672734435,0.971001782520715
lug,0.993896795523806,0.9630919296894956,0.9599233729197172,0.9667522207678042,0.9709160797252058
nya,0.9793281932274023,0.9666348405211291,0.9884276985179876,0.9442337189418266,0.9696561128020864
tsn,0.9801237513059177,0.9762485333441465,0.9823245298513954,0.9297524582764962,0.967112318194489
xho,0.9782831608662075,0.9772545010431363,0.9796091672300524,0.9326543185100674,0.966950286912366
ewe,0.9804015557724483,0.9638216882000332,0.9822610120679415,0.9410353402658215,0.9668798990765611
zul,0.9766323770438894,0.9640747079606587,0.9828433816637845,0.9402355174393684,0.9659464960269253
wol,0.9799578805113053,0.9684793909594144,0.9827942044801498,0.9221382029523509,0.963342419725805
mos,0.9853331262178224,0.9586999000664583,0.9826002398545521,0.9132355338977937,0.9599672000091566
bam,0.9785199101918447,0.9630215835535094,0.9640936852058587,0.9271029688322541,0.9581845369458667
swa,0.980044182067425,0.9279808541817762,0.9642825350806246,0.9576954098011162,0.9575007452827355
yor,0.9691346109905853,0.9605577619864554,0.9805809681958344,0.9062136999045488,0.9541217602693559
bbj,0.983526443055057,0.9458230088048649,0.9734197216046846,0.9049599912368557,0.9519322911753655
pcm,0.9847631430346528,0.9081489887081982,0.9627284746723116,0.9482588924797948,0.9509748747237394
hau,0.9805978870193884,0.9277424165231537,0.97767494048168,0.9087475903231435,0.9486907085868415
fon,0.9820575554286456,0.9303503082438935,0.9752319683897341,0.9053646308628535,0.9482511157312817
