,LOC,PER,ORG,DATE,Mean
lug,0.9999787,0.9999924,0.99998057,0.9999403,0.99997306
twi,0.9999449,0.99994165,0.99998504,0.9998956,0.99994177
nya,0.9998796,0.9999843,0.9999866,0.9998778,0.99993205
tsn,0.9999194,0.9999933,0.9999799,0.9998224,0.9999288
luo,0.9999455,0.9999833,0.99998015,0.99979514,0.99992603
kin,0.99989676,0.99998754,0.99997985,0.9998199,0.99992096
bam,0.99992776,0.9999779,0.9999422,0.99983066,0.99991965
zul,0.9998776,0.9999478,0.999977,0.999867,0.9999173
mos,0.9998628,0.9999813,0.9999687,0.9998097,0.99990565
swa,0.999944,0.9999632,0.9999206,0.99978876,0.99990416
wol,0.9998373,0.99996805,0.99997365,0.99977714,0.999889
sna,0.9999118,0.9999285,0.9999841,0.99970484,0.9998823
xho,0.9997499,0.9999557,0.9999686,0.9997964,0.9998676
ewe,0.99990046,0.9997712,0.9999766,0.9996669,0.9998288
bbj,0.9997245,0.9999844,0.9999449,0.99960107,0.99981374
ibo,0.9998656,0.99998677,0.9997946,0.99957657,0.9998059
yor,0.9997379,0.99976176,0.9999441,0.999659,0.9997757
pcm,0.9994636,0.9996236,0.9999429,0.9998317,0.99971545
fon,0.9972875,0.999968,0.99994826,0.99986964,0.99926835
hau,0.99585634,0.99987197,0.99813384,0.99137884,0.99631023
