,LOC,ORG,PER,DATE
bam,0.9713271260261536,0.9560127258300781,0.9799972772598267,
bbj,0.9392364621162415,0.9773378372192383,0.9828896522521973,
ewe,0.9744133353233337,0.9871246218681335,0.9833241701126099,
fon,0.959545373916626,0.9836641550064087,0.9835709929466248,
hau,0.9609233140945435,0.9790071845054626,0.9828647375106812,
ibo,0.9549646973609924,0.9853702187538147,0.9821484088897705,
kin,0.9818611741065979,0.9835414886474609,0.9820858836174011,
lug,0.9828699827194214,0.981456995010376,0.9797565937042236,
luo,0.9774764776229858,0.9853096008300781,0.9838054776191711,
mos,0.9607318639755249,0.9842503070831299,0.9837220311164856,
nya,0.9613146781921387,0.9830157160758972,0.9876753687858582,
pcm,0.9770320653915405,0.9792495965957642,0.9887927770614624,
sna,0.9607580900192261,0.9822078943252563,0.9823398590087891,
swa,0.9799067378044128,0.9657252430915833,0.9864948987960815,
tsn,0.9742568731307983,0.9846814870834351,0.9875167608261108,
twi,0.9824238419532776,0.9910483360290527,0.9877997040748596,
wol,0.958492636680603,0.9815840721130371,0.9827423691749573,
xho,0.961236298084259,0.9793795347213745,0.9693819284439087,
yor,0.9486422538757324,0.977591872215271,0.9775351881980896,
zul,0.9701157212257385,0.985479474067688,0.9789201617240906,
