,LOC,DATE,PER,ORG
bam,0.9565802216529846,,0.9689775109291077,0.964167058467865
bbj,0.9099467992782593,,0.9881802797317505,0.9759737849235535
ewe,0.9673231840133667,,0.9781492948532104,0.9825959205627441
fon,0.9322651028633118,,0.9723412990570068,0.9854980111122131
hau,0.9242266416549683,,0.9888291358947754,0.9772140383720398
ibo,0.9408837556838989,,,0.9826869964599609
kin,0.9545258283615112,,0.9860100746154785,0.9821644425392151
lug,,,0.9717268347740173,0.9843468070030212
luo,,,0.9856681227684021,0.97502601146698
mos,0.9312593340873718,,0.9781482815742493,0.9771500825881958
nya,0.9314320087432861,,0.9933825731277466,0.9817266464233398
pcm,0.9723151922225952,,0.9924044013023376,0.9528371095657349
sna,0.9429507255554199,,0.9835078716278076,0.9647979140281677
swa,0.9822856187820435,,0.9861355423927307,0.9698444604873657
tsn,0.9311079978942871,,,0.9779698848724365
twi,0.9758085012435913,,0.9917787313461304,0.9891049265861511
wol,0.9380415678024292,,0.9882290363311768,0.9717803597450256
xho,0.9270150661468506,,0.9519920945167542,0.9779953360557556
yor,0.8713262677192688,,,0.9786362051963806
zul,0.9228579998016357,,0.9714805483818054,0.9800270795822144
