,PER,ORG,LOC,DATE,Mean
kin,0.993506173937931,0.9956877481364426,0.9820979051723026,0.9903471398667698,0.9904097417783615
twi,0.9954710591913974,0.9946298240244759,0.9814595195146533,0.9887249908759137,0.99007134840161
luo,0.996342594270279,0.9948946101729597,0.9839267640097782,0.9850404899391539,0.9900511145980426
ibo,0.995219184936675,0.9923565729156723,0.9751142544721411,0.992862307164437,0.9888880798722314
tsn,0.9953307310387807,0.9926799446886443,0.9749827366798367,0.9899293710866175,0.9882306958734698
lug,0.9978854905565988,0.979739307735779,0.9848214752027287,0.9880671217282976,0.987628348805851
zul,0.9910364513446362,0.9943968505643173,0.9726309542757798,0.9858835887005524,0.9859869612213215
swa,0.9953923820238852,0.9882526720237772,0.9878882492280499,0.9704005368066496,0.9854834600205904
ewe,0.9919916047882661,0.9938424314275777,0.9727683363010745,0.9823278055748383,0.9852325445229391
sna,0.9892225159941959,0.9931849291591516,0.9676666439707058,0.9903376606013116,0.9851029374313411
xho,0.993475751295997,0.9923971068328158,0.9602322572188868,0.9912018706019257,0.9843267464874064
nya,0.9916420182141654,0.9957066828166792,0.9692263325567877,0.9804039505049487,0.9842447460231452
wol,0.9930529306044252,0.9929092019770801,0.9574813877066979,0.9890824921171585,0.9831315031013403
mos,0.9949468989376664,0.9936338564577398,0.9482216790091897,0.9810729444611758,0.9794688447164429
pcm,0.99691142381511,0.9869901848959123,0.9773833502293806,0.9557131760196156,0.9792495337400047
bam,0.9913291969530641,0.9845926822392095,0.9619396082358559,0.9782740696465827,0.9790338892686781
yor,0.9894475197213652,0.9928727147302646,0.9469994526001203,0.9841774568193702,0.9783742859677801
bbj,0.995344698110451,0.9892833635854749,0.9470853414126947,0.9758375175848725,0.9768877301733733
fon,0.9941710958135601,0.9935158425646515,0.947873701394571,0.9672931142895018,0.9757134385155712
hau,0.9917804011625491,0.9793159755884676,0.9523289229554737,0.9716212351335655,0.973761633710014
