,PER,DATE,ORG,LOC,Mean
twi,0.8516642092496346,0.9760947390428446,0.9826457562912622,0.9623955146725853,0.9432000548140816
ibo,0.8570433700803458,0.9855611713831222,0.9758651348690488,0.9542522018885331,0.9431804695552624
sna,0.8514759870599625,0.9859477389476822,0.9794657083562994,0.9518449181564954,0.9421835881301099
kin,0.8471480555961848,0.9749759030051307,0.9784226806904014,0.9658192345758431,0.94159146846689
luo,0.8605333934478674,0.9649528771465978,0.9773838870117912,0.9611732376565062,0.9410108488156906
ewe,0.866803208480435,0.9662345192189852,0.9750348443884627,0.9472041935623555,0.9388191914125597
lug,0.8563311865722549,0.9706816166829368,0.9555698481023873,0.9680909090496284,0.9376683901018019
nya,0.8520642125197344,0.9683525128428732,0.9788972323745192,0.9486829660309184,0.9369992309420112
xho,0.8561199382871854,0.9806693977001507,0.9738354010956355,0.9358081424066531,0.9366082198724062
zul,0.8506428582780123,0.9690813605003428,0.9765662296423028,0.9470415522076635,0.9358330001570804
tsn,0.8524784298265384,0.9763402512614441,0.9762689702384704,0.9346207511049591,0.934927100607853
wol,0.8430209350987359,0.9704719746929242,0.9705263863911662,0.9339686897203042,0.9294969964757827
swa,0.8533834547156626,0.9339701467245405,0.9693942548429169,0.9565309108404141,0.9283196917808835
mos,0.8551237823383014,0.9580339099241465,0.9721158911104633,0.9249229662180725,0.9275491373977458
bam,0.8416872312750268,0.9631282705676707,0.9575374446289492,0.9375032389630823,0.9249640463586822
bbj,0.8627684751527191,0.9510162384134799,0.964098849091457,0.920499402304036,0.9245957412404231
yor,0.8478168155068365,0.9669927656959546,0.9721751018585031,0.9112690537013578,0.924563434190663
fon,0.8594554580346472,0.9388260997756879,0.9712155116363881,0.919441975724843,0.9222347612928916
pcm,0.8550352508578946,0.9094226252980454,0.9635752843390901,0.9439001585248702,0.9179833297549751
hau,0.8496205086485629,0.929965378940607,0.9647002193204613,0.9209150901618103,0.9163002992678604
