,LOC,PER,ORG,DATE,Mean
lug,0.9413439307262615,0.9887032865787,0.9347013495207545,0.9217816172799456,0.9466325460264154
kin,0.9307123059075241,0.9548112695957859,0.9628882962731193,0.9333752200818451,0.9454467729645686
twi,0.9109138551237569,0.9720023640890648,0.9667256533034947,0.9106173310571287,0.9400648008933612
luo,0.9200421407537338,0.9735138266549498,0.9589810266893255,0.9060357052836835,0.9396431748454231
ibo,0.8918538899891287,0.9617444140553745,0.9438994140843757,0.9527740000221478,0.9375679295377567
swa,0.9289265058552713,0.9654021968719019,0.9396309410494833,0.8971536860413053,0.9327783324544905
sna,0.8521283165710999,0.9540859986979615,0.9513610474346268,0.955730301314237,0.9283264160044813
nya,0.8900469999438121,0.953858100836375,0.9609946428099886,0.9025453503759677,0.9268612734915359
tsn,0.8546620318736747,0.9606780506787178,0.9453155741233596,0.92236000877442,0.920753916362543
zul,0.8740539065308701,0.9217144516015711,0.9484684361117289,0.9168628118370699,0.9152749015203101
hau,0.8103570908347756,0.9510984029336603,0.9462023894435585,0.9293391034797052,0.909249246672925
xho,0.7997836363471348,0.9391253374387059,0.9381542721228897,0.956945259564217,0.9085021263682368
wol,0.8164757693050396,0.9496467310492119,0.9502594057959003,0.9169923626451422,0.9083435671988236
ewe,0.8739816833021873,0.9575796916289709,0.9525096007078957,0.7882620539510602,0.8930832573975285
bam,0.8594947685394178,0.9362843144300302,0.895930718973349,0.8764061280246469,0.892028982491861
mos,0.8314991553547033,0.9513257331562834,0.9482416573085009,0.8348351588958439,0.8914754261788329
pcm,0.8978708691835035,0.9743153506328963,0.9226006429207657,0.7620395326059041,0.8892065988357674
fon,0.7919614323707215,0.9576041697727831,0.9372304312901218,0.8301318564303677,0.8792319724659985
yor,0.6836697729753666,0.8736464554447079,0.9181989443296966,0.8505217468851576,0.8315092299087321
bbj,0.6578178041222229,0.959757680454749,0.8615802794355528,0.805657190626436,0.8212032386597402
