,DATE,ORG,LOC,PER
bam,0.9336043000221252,0.8881747722625732,0.912806510925293,0.9408423900604248
bbj,0.8654085993766785,0.9016429781913757,0.8046467304229736,0.9384905695915222
ewe,0.8428533673286438,0.9398906230926514,0.9030019044876099,0.950214147567749
fon,0.8967852592468262,0.9079119563102722,0.8698086738586426,0.9353616833686829
hau,0.9517046213150024,0.955790638923645,0.8758268356323242,0.9588657021522522
ibo,0.9687167406082153,0.9473536014556885,0.8939310312271118,0.952168345451355
kin,0.9492120146751404,0.9660744071006775,0.9612560868263245,0.9613929986953735
lug,0.9217057228088379,0.9568195939064026,0.9409053325653076,0.9839929342269897
luo,0.9560540914535522,0.9486317038536072,0.9431677460670471,0.9464641213417053
mos,0.882747232913971,0.937645673751831,0.9058870673179626,0.947654664516449
nya,0.9360887408256531,0.9616397619247437,0.918144166469574,0.9675584435462952
pcm,0.821618378162384,0.9240572452545166,0.9080634117126465,0.9483872056007385
sna,0.951201856136322,0.9562796354293823,0.8692876696586609,0.9652433395385742
swa,0.8719657063484192,0.9033471941947937,0.9087193012237549,0.9221997261047363
tsn,0.9532962441444397,0.946204662322998,0.9016469120979309,0.9532483220100403
twi,0.9328182935714722,0.9621583223342896,0.9371195435523987,0.9574093818664551
wol,0.9457228183746338,0.9490127563476562,0.8959195613861084,0.9536453485488892
xho,0.9724134206771851,0.9378909468650818,0.8586891293525696,0.9292631149291992
yor,0.8823376893997192,0.923147439956665,0.8127924799919128,0.882134735584259
zul,0.9457593560218811,0.9547522664070129,0.8859320282936096,0.9300062656402588
