,DATE,ORG,LOC,PER
bam,0.9541816115379333,0.9332006573677063,0.9284193515777588,0.9625391364097595
bbj,0.8999000191688538,0.9339669346809387,0.8430293798446655,0.9586198329925537
ewe,0.8768861889839172,0.9651899933815002,0.9343497157096863,0.9682464599609375
fon,0.9243677258491516,0.9449208378791809,0.8953314423561096,0.9582422971725464
hau,0.9651591777801514,0.9723095893859863,0.9057965278625488,0.9734281301498413
ibo,0.979378342628479,0.9713377356529236,0.9166159629821777,0.969832718372345
kin,0.9657631516456604,0.9774577617645264,0.9715256094932556,0.9772473573684692
lug,0.9380255341529846,0.9716863632202148,0.9565035104751587,0.9894623756408691
luo,0.968729555606842,0.9664226770401001,0.960734486579895,0.9672545194625854
mos,0.912749171257019,0.9620449542999268,0.925947368144989,0.9664992690086365
nya,0.9571366906166077,0.9791204333305359,0.9423753023147583,0.9786969423294067
pcm,0.8640504479408264,0.9433923959732056,0.9378454089164734,0.9657034873962402
sna,0.9707923531532288,0.9715920090675354,0.9019913673400879,0.9770275354385376
swa,0.9194843173027039,0.9375051856040955,0.9418231248855591,0.9500505924224854
tsn,0.9675477147102356,0.9616374969482422,0.9311512112617493,0.9710561633110046
twi,0.9495115876197815,0.9758425354957581,0.9583650827407837,0.9711983799934387
wol,0.9625529050827026,0.9672864675521851,0.9179250001907349,0.9702077507972717
xho,0.9812950491905212,0.9610593914985657,0.8924093842506409,0.9558802843093872
yor,0.9263542294502258,0.9482846260070801,0.8515391945838928,0.9162721633911133
zul,0.9663956761360168,0.9724475145339966,0.9217973351478577,0.9532470107078552
