layer,model,rank_type,language,cosine
1,mbert,top5,kin,0.8873177766799927
1,mbert,top5,lug,0.8720417469739914
1,mbert,top5,nya,0.8659617155790329
1,mbert,top5,luo,0.8569520711898804
1,mbert,top5,twi,0.8560351878404617
1,mbert,worst5,yor,0.6611088663339615
1,mbert,worst5,bbj,0.6886680498719215
1,mbert,worst5,mos,0.7373914569616318
1,mbert,worst5,bam,0.753078505396843
1,mbert,worst5,fon,0.7575356215238571
2,mbert,top5,kin,0.8945672661066055
2,mbert,top5,lug,0.8925333768129349
2,mbert,top5,nya,0.882691502571106
2,mbert,top5,luo,0.8777098208665848
2,mbert,top5,twi,0.8763653784990311
2,mbert,worst5,yor,0.6963874846696854
2,mbert,worst5,bbj,0.7256855368614197
2,mbert,worst5,ewe,0.7758182287216187
2,mbert,worst5,mos,0.7826336324214935
2,mbert,worst5,bam,0.785060465335846
3,mbert,top5,kin,0.9356464594602585
3,mbert,top5,lug,0.9315948039293289
3,mbert,top5,nya,0.9304987341165543
3,mbert,top5,twi,0.9251416474580765
3,mbert,top5,luo,0.9191121011972427
3,mbert,worst5,yor,0.8122871518135071
3,mbert,worst5,bbj,0.8245987445116043
3,mbert,worst5,ewe,0.8562012761831284
3,mbert,worst5,pcm,0.864685982465744
3,mbert,worst5,bam,0.8669891059398651
4,mbert,top5,kin,0.9479387402534485
4,mbert,top5,lug,0.9460449516773224
4,mbert,top5,nya,0.9456356763839722
4,mbert,top5,twi,0.9433250278234482
4,mbert,top5,luo,0.9360007792711258
4,mbert,worst5,yor,0.8485117852687836
4,mbert,worst5,bbj,0.8599477261304855
4,mbert,worst5,ewe,0.885699063539505
4,mbert,worst5,pcm,0.8879066109657288
4,mbert,worst5,mos,0.893925815820694
5,mbert,top5,kin,0.9629423022270203
5,mbert,top5,nya,0.9613282829523087
5,mbert,top5,twi,0.9600897431373596
5,mbert,top5,lug,0.9568240195512772
5,mbert,top5,luo,0.954747885465622
5,mbert,worst5,yor,0.8881095796823502
5,mbert,worst5,bbj,0.8979459553956985
5,mbert,worst5,pcm,0.915319174528122
5,mbert,worst5,ewe,0.9165636748075485
5,mbert,worst5,mos,0.9209317117929459
6,mbert,top5,kin,0.9703278541564941
6,mbert,top5,twi,0.9683206975460052
6,mbert,top5,luo,0.9641153067350388
6,mbert,top5,ibo,0.9622134119272232
6,mbert,top5,lug,0.9610166549682617
6,mbert,worst5,yor,0.9065456241369247
6,mbert,worst5,bbj,0.9189851135015488
6,mbert,worst5,pcm,0.9299833625555038
6,mbert,worst5,ewe,0.9317276477813721
6,mbert,worst5,fon,0.9350034892559052
7,mbert,top5,kin,0.9578929990530014
7,mbert,top5,twi,0.9531726390123367
7,mbert,top5,lug,0.9464933723211288
7,mbert,top5,luo,0.9461174309253693
7,mbert,top5,nya,0.9407645910978317
7,mbert,worst5,yor,0.876325324177742
7,mbert,worst5,bbj,0.8919795453548431
7,mbert,worst5,pcm,0.8932884782552719
7,mbert,worst5,ewe,0.9023769944906235
7,mbert,worst5,fon,0.9122603237628937
8,mbert,top5,twi,0.9574703375498453
8,mbert,top5,kin,0.9551674922307333
8,mbert,top5,lug,0.9443572560946146
8,mbert,top5,nya,0.9394449790318807
8,mbert,top5,luo,0.9375912944475809
8,mbert,worst5,yor,0.8643610874811808
8,mbert,worst5,bbj,0.882927656173706
8,mbert,worst5,xho,0.8862373232841492
8,mbert,worst5,fon,0.9104043443997701
8,mbert,worst5,bam,0.9108816583951315
9,mbert,top5,twi,0.9674803813298544
9,mbert,top5,kin,0.9667144020398458
9,mbert,top5,lug,0.9589458703994751
9,mbert,top5,luo,0.9572044412295023
9,mbert,top5,nya,0.9555624524752299
9,mbert,worst5,yor,0.9062994718551636
9,mbert,worst5,bbj,0.9186928073565165
9,mbert,worst5,xho,0.9240408937136332
9,mbert,worst5,bam,0.924442450205485
9,mbert,worst5,fon,0.9415350357691447
10,mbert,top5,kin,0.9736514290173849
10,mbert,top5,twi,0.9711986978848776
10,mbert,top5,nya,0.9662268757820129
10,mbert,top5,lug,0.9659498333930969
10,mbert,top5,hau,0.9638238946596781
10,mbert,worst5,yor,0.9158229827880859
10,mbert,worst5,bbj,0.9384946227073669
10,mbert,worst5,bam,0.938897967338562
10,mbert,worst5,xho,0.941916803518931
10,mbert,worst5,ewe,0.9535055756568909
11,mbert,top5,twi,0.9685600399971008
11,mbert,top5,nya,0.9679926633834839
11,mbert,top5,kin,0.967851440111796
11,mbert,top5,lug,0.9634860555330912
11,mbert,top5,hau,0.9634038209915161
11,mbert,worst5,yor,0.9147979021072388
11,mbert,worst5,bbj,0.9351957639058431
11,mbert,worst5,bam,0.939238429069519
11,mbert,worst5,xho,0.9474002520243326
11,mbert,worst5,pcm,0.9526341358820597
12,mbert,top5,twi,0.8257737159729004
12,mbert,top5,nya,0.8231375813484192
12,mbert,top5,kin,0.8208839694658915
12,mbert,top5,sna,0.808880885442098
12,mbert,top5,swa,0.8049627145131429
12,mbert,worst5,yor,0.6153581440448761
12,mbert,worst5,bbj,0.698985238869985
12,mbert,worst5,xho,0.7321178317070007
12,mbert,worst5,pcm,0.734902580579122
12,mbert,worst5,ewe,0.74376912911733
