,ORG,DATE,PER,LOC,Mean
nya,0.9840928316116333,,,,0.9840928316116333
ewe,0.9850176572799683,,0.9372379779815674,,0.9798984059265682
ibo,0.9807001352310181,,,0.9789330363273621,0.9798165857791901
sna,,,0.9344872236251831,0.9842323064804077,0.9789024761744908
bam,0.9777617454528809,,,,0.9777617454528809
zul,,,,0.977092444896698,0.977092444896698
mos,0.9837217330932617,,0.9183579683303833,,0.9767184725829533
tsn,0.9790687561035156,,,0.9743211269378662,0.9766949415206909
pcm,,,0.9251730442047119,0.9821648001670837,0.9760585405996868
bbj,0.9857605695724487,,,0.966239333152771,0.9759999513626099
hau,0.980683445930481,,0.9349000453948975,,0.9757780815873828
wol,0.9748741388320923,,,,0.9748741388320923
yor,0.9819900989532471,,,0.9623485803604126,0.9721693396568298
xho,,,0.9297381043434143,0.9761090278625488,0.9711407146283558
lug,0.9752457141876221,,0.8882083296775818,,0.9659202801329749
kin,0.9645073413848877,,,,0.9645073413848877
luo,0.9646210074424744,,0.9453546404838562,,0.9625567538397652
twi,,,0.9372864961624146,,0.9372864961624146
swa,,,0.9301769733428955,,0.9301769733428955
fon,,,0.9300341606140137,,0.9300341606140137
