,ORG,PER,DATE,LOC,Mean
ewe,0.9987011662400009,0.9987644735031058,0.9942257985310621,0.9985373534582495,0.9975571979331046
hau,0.9996150239384965,0.9997924690133312,0.9902809972682577,0.9983265306042188,0.9970037552060761
bam,0.997549493415649,0.9994991996952458,0.9923438453185033,0.9983311599085604,0.9969309245844896
pcm,0.9996242717075445,0.9995835768958645,0.9880602231226742,0.9992265652154491,0.996623659235383
luo,0.9993765469814754,0.9992603115652227,0.9877977744736383,0.9997287143189655,0.9965408368348254
swa,0.9988564929205491,0.9991436792963371,0.9887174732196385,0.9992986629552361,0.9965040770979402
twi,0.9996265630973854,0.999064053493369,0.9871564505632003,0.9992269695295984,0.9962685091708883
sna,0.9999026280426322,0.9994162014429214,0.9861443497675619,0.9995540139051244,0.99625429828956
tsn,0.9969344419790204,0.9992149413516662,0.9906543992043981,0.9979597524387521,0.9961908837434592
yor,0.9991775387402978,0.9972555003957441,0.9887827436885802,0.9988792571411339,0.996023759991439
mos,0.9994815516741364,0.9995635872089828,0.9855192534831522,0.9992799684501942,0.9959610902041164
lug,0.9998922601352876,0.9999034793293928,0.9837421025539397,0.9988720248326283,0.9956024667128122
kin,0.9987387865635472,0.9998017027364516,0.9838041693090762,0.9996990820058099,0.9955109351537212
nya,0.999900200372774,0.9977598008772556,0.9848309173837038,0.9994277036502317,0.9954796555709913
bbj,0.9990470282584072,0.9992942582337206,0.9844725150747451,0.998722468814872,0.9953840675954362
ibo,0.9980891995731751,0.9994678426939416,0.9832814903579592,0.9995922104233582,0.9951076857621085
wol,0.9983763727222449,0.9987024984955674,0.9848412685917035,0.9894213378986617,0.9928353694270443
fon,0.9978374771736822,0.9928136874212073,0.9822884574994539,0.9951843659544091,0.9920309970121881
xho,0.9837627208223316,0.9968940339144939,0.9953416958907831,0.9916335901530491,0.9919080101951645
zul,0.9920287415054404,0.9921453921218909,0.9960731114058944,0.9850687114370222,0.991328989117562
