,DATE,PER,ORG,LOC,Mean
kin,,0.9797834691607563,0.9742868408511033,,0.9770351550059297
luo,,0.9611067006453201,0.9628780147739243,,0.9619923577096222
swa,,0.9748668678083295,0.94256045127212,,0.9587136595402248
sna,,0.9780991020023088,,0.9167236450592201,0.9474113735307644
lug,,0.9866584617622289,0.9444622598079594,0.9084633125852346,0.946528011385141
hau,,0.9766594780641428,,0.9132059298730361,0.9449327039685894
mos,,0.9737640896498214,0.9432535564965937,0.9061144075619817,0.9410440179027989
nya,,,0.9643581871686934,0.9166015563366732,0.9404798717526832
xho,,0.963026012106874,,0.9159808302861236,0.9395034211964988
wol,,,0.9734851080448803,0.9040677834880076,0.938776445766444
twi,,0.973412817866014,,0.9028318894032178,0.9381223536346159
ewe,,0.947576360723073,0.9245787579944179,,0.9360775593587455
zul,,,0.962649836922645,0.8997385806063424,0.9311942087644938
tsn,,,0.959334152190856,0.8963605262883146,0.9278473392395854
bam,,,0.9507497506532876,0.9010067628768105,0.925878256765049
ibo,,,0.9318971946800327,0.9195158111054526,0.9257065028927427
yor,,,0.9521254579992818,0.8950944853126769,0.9236099716559794
pcm,,0.9579824996054711,,0.8606161099874681,0.9092993047964696
fon,,0.9400629011983354,0.9019121909953703,0.8672625673169948,0.9030792198369002
bbj,,0.9438317908741768,0.9486098339887072,0.7727725402072031,0.888404721690029
