,PER,ORG,LOC,DATE,Mean
nya,,0.9978626370429993,,,0.9978626370429993
tsn,,0.9981136918067932,0.9974110722541809,,0.9977623820304871
kin,,0.9976281523704529,,,0.9976281523704529
wol,,0.9975643754005432,,,0.9975643754005432
ibo,,0.997649073600769,0.9971893429756165,,0.9974192082881927
bbj,,0.9969719648361206,,,0.9969719648361206
mos,0.9955641627311707,0.9983175992965698,,,0.9969408810138702
bam,,0.9967716336250305,,,0.9967716336250305
zul,,,0.9967690110206604,,0.9967690110206604
ewe,0.9955659508705139,0.9974309802055359,,,0.9964984655380249
yor,,0.9977177381515503,0.9947444796562195,,0.9962311089038849
xho,0.9947733283042908,,0.9975893497467041,,0.9961813390254974
twi,0.99607253074646,,,,0.99607253074646
luo,0.9946869611740112,0.9971654415130615,,,0.9959262013435364
pcm,0.9947207570075989,,0.9970384836196899,,0.9958796203136444
fon,0.9954339861869812,,,,0.9954339861869812
lug,0.9934509992599487,0.9971073865890503,,,0.9952791929244995
sna,0.9926977753639221,,0.9978238940238953,,0.9952608346939087
swa,0.9944831728935242,,,,0.9944831728935242
hau,0.995210587978363,0.9881269335746765,,,0.9916687607765198
