layer,model,rank_type,language,swd_mean
1,mbert,top5,kin,0.013546205728971472
1,mbert,top5,luo,0.01396475680508047
1,mbert,top5,ibo,0.01405961470186412
1,mbert,top5,twi,0.014198995749438836
1,mbert,top5,zul,0.014405399617089643
1,mbert,worst5,yor,0.019281957827843144
1,mbert,worst5,bbj,0.01822271919331797
1,mbert,worst5,ewe,0.017030454408313744
1,mbert,worst5,fon,0.016843132730400612
1,mbert,worst5,bam,0.01671175925503121
2,mbert,top5,kin,0.01262843331141994
2,mbert,top5,twi,0.013134318773381892
2,mbert,top5,nya,0.013834207074978622
2,mbert,top5,luo,0.014150159101518511
2,mbert,top5,tsn,0.01416918514792087
2,mbert,worst5,yor,0.019387980061310373
2,mbert,worst5,bbj,0.017883628705931187
2,mbert,worst5,bam,0.017153789189023882
2,mbert,worst5,mos,0.01715220501841941
2,mbert,worst5,xho,0.01689449172363311
3,mbert,top5,kin,0.01230607648244586
3,mbert,top5,lug,0.01239605154819401
3,mbert,top5,luo,0.012541476337446511
3,mbert,top5,twi,0.01282064412953332
3,mbert,top5,zul,0.012841548369351585
3,mbert,worst5,yor,0.01717840724677444
3,mbert,worst5,ewe,0.016520854802820395
3,mbert,worst5,xho,0.016077872148116512
3,mbert,worst5,bbj,0.01575234487245325
3,mbert,worst5,pcm,0.01558868869210528
4,mbert,top5,lug,0.010926382260095124
4,mbert,top5,tsn,0.011320633989043927
4,mbert,top5,twi,0.011451384491465433
4,mbert,top5,sna,0.012268085522237016
4,mbert,top5,ibo,0.012464808159506902
4,mbert,worst5,yor,0.016939201165314444
4,mbert,worst5,xho,0.014760911971961832
4,mbert,worst5,bbj,0.01452684855098596
4,mbert,worst5,ewe,0.014042872453273958
4,mbert,worst5,bam,0.013763259870984257
5,mbert,top5,lug,0.01030359792487919
5,mbert,top5,twi,0.01131034541746582
5,mbert,top5,nya,0.011337805558772137
5,mbert,top5,swa,0.01144485394373381
5,mbert,top5,tsn,0.011593857731895696
5,mbert,worst5,yor,0.015433430817817376
5,mbert,worst5,xho,0.014612343875038883
5,mbert,worst5,sna,0.013786448749063615
5,mbert,worst5,bbj,0.013560970079197432
5,mbert,worst5,fon,0.013331725681079357
6,mbert,top5,lug,0.009119909850672533
6,mbert,top5,twi,0.009453350175438876
6,mbert,top5,pcm,0.01019699902068775
6,mbert,top5,ewe,0.010259401739252402
6,mbert,top5,tsn,0.010307257075207113
6,mbert,worst5,yor,0.0138360731910628
6,mbert,worst5,xho,0.013042142995800532
6,mbert,worst5,bam,0.012688807400991209
6,mbert,worst5,mos,0.012334041625157019
6,mbert,worst5,hau,0.01190129928333287
7,mbert,top5,lug,0.01088046428776579
7,mbert,top5,twi,0.011059037954206966
7,mbert,top5,pcm,0.011561788296603481
7,mbert,top5,nya,0.011958315600016553
7,mbert,top5,kin,0.012262661716704315
7,mbert,worst5,yor,0.017781038359771628
7,mbert,worst5,bam,0.01576521582258768
7,mbert,worst5,xho,0.014613188256286472
7,mbert,worst5,sna,0.01427516972853482
7,mbert,worst5,tsn,0.014018391907029581
8,mbert,top5,lug,0.011060798793096183
8,mbert,top5,twi,0.011366668705098467
8,mbert,top5,swa,0.011805189403276017
8,mbert,top5,ewe,0.011873292597329055
8,mbert,top5,hau,0.011928666881127961
8,mbert,worst5,yor,0.017936776465830917
8,mbert,worst5,bam,0.017407495151473995
8,mbert,worst5,bbj,0.0164757323741469
8,mbert,worst5,xho,0.01609646178849289
8,mbert,worst5,tsn,0.014345168125601049
9,mbert,top5,twi,0.009246004463723997
9,mbert,top5,luo,0.010289959765486856
9,mbert,top5,ewe,0.010586710969391788
9,mbert,top5,mos,0.01061830613116399
9,mbert,top5,wol,0.010829482492529982
9,mbert,worst5,bam,0.015543670997431036
9,mbert,worst5,yor,0.01526543336103714
9,mbert,worst5,xho,0.014457851857059723
9,mbert,worst5,zul,0.014334592431623605
9,mbert,worst5,ibo,0.013065268186892354
10,mbert,top5,hau,0.007473429178389779
10,mbert,top5,twi,0.009080189871383482
10,mbert,top5,luo,0.009111817623306706
10,mbert,top5,ewe,0.00937942833957095
10,mbert,top5,mos,0.009656865115630353
10,mbert,worst5,yor,0.014137243332243088
10,mbert,worst5,zul,0.013545097072892531
10,mbert,worst5,kin,0.013439996248962416
10,mbert,worst5,xho,0.013422031073787366
10,mbert,worst5,bbj,0.013119954072863038
11,mbert,top5,hau,0.008185303736809146
11,mbert,top5,swa,0.008579557200846466
11,mbert,top5,twi,0.008848539509017428
11,mbert,top5,luo,0.009545635040694833
11,mbert,top5,nya,0.00966291454324164
11,mbert,worst5,yor,0.014238432015190483
11,mbert,worst5,zul,0.013466679912198742
11,mbert,worst5,xho,0.01302559841042239
11,mbert,worst5,bbj,0.01272352677597155
11,mbert,worst5,ibo,0.012087006489309715
12,mbert,top5,bbj,0.017034150101608247
12,mbert,top5,wol,0.017473104951932328
12,mbert,top5,nya,0.01826053986678744
12,mbert,top5,ibo,0.01952377203406286
12,mbert,top5,kin,0.019884293205905124
12,mbert,worst5,xho,0.028681847870757338
12,mbert,worst5,fon,0.02803849525298574
12,mbert,worst5,hau,0.026080953516157024
12,mbert,worst5,twi,0.02575123545648239
12,mbert,worst5,sna,0.02572950230069182
