,LOC,ORG,PER,DATE,Mean
twi,0.9684764742851257,0.9615853428840637,0.975245475769043,,0.9684357643127441
kin,0.9636685848236084,0.9660985469818115,0.9577124118804932,,0.9624931812286377
pcm,0.9613534212112427,0.9319494366645813,0.9706708192825317,,0.9546578923861185
luo,0.9627847671508789,0.9560955762863159,0.9406377077102661,,0.9531726837158203
swa,0.9664744138717651,0.9129528403282166,0.9663877487182617,,0.9486050009727478
lug,0.9795259237289429,0.8911272883415222,0.9669806957244873,,0.9458779692649841
tsn,0.9297724962234497,0.9411050081253052,0.9602958559989929,,0.9437244534492493
ewe,0.9280615448951721,0.9397188425064087,0.9572134017944336,,0.9416645963986715
nya,0.8911257982254028,0.9527732133865356,0.9696141481399536,,0.9378377199172974
ibo,0.9053484797477722,0.946725606918335,0.9576162099838257,,0.9365634322166443
zul,0.9367998838424683,0.9359341859817505,0.914795458316803,,0.9291765093803406
wol,0.8748089671134949,0.9479696750640869,0.9609251022338867,,0.9279012481371561
sna,0.9192935824394226,0.9282757043838501,0.9350467920303345,,0.9275386929512024
hau,0.9176732301712036,0.9072290658950806,0.9444605708122253,,0.9231209556261698
fon,0.8777584433555603,0.934205949306488,0.9542779326438904,,0.9220807751019796
mos,0.8848705291748047,0.9147759079933167,0.9518165588378906,,0.917154332002004
bbj,0.8367048501968384,0.912136435508728,0.9657070636749268,,0.9048494497934977
bam,0.9370162487030029,0.7988606691360474,0.9600510597229004,,0.8986426591873169
xho,0.8869009017944336,0.915324866771698,0.891207754611969,,0.8978111743927002
yor,0.8518003821372986,0.9210774302482605,0.907943844795227,,0.8936072190602621
