,ORG,LOC,PER,DATE
bam,0.9999986290931702,0.9999991059303284,0.9999994039535522,0.9999992251396179
bbj,0.9999997019767761,0.9999977350234985,0.9999997615814209,0.9999983310699463
ewe,0.9999996423721313,0.9999995231628418,0.9999992251396179,0.9999982118606567
fon,0.9999995231628418,0.9999983310699463,0.9999989867210388,0.9999986290931702
hau,0.9999991655349731,0.9999977350234985,0.9999986886978149,0.999996542930603
ibo,0.9999995231628418,0.999997615814209,0.9999995231628418,0.999999463558197
kin,0.9999996423721313,0.9999998807907104,0.9999986290931702,0.9999992847442627
lug,0.9999991059303284,0.9999997615814209,0.9999993443489075,0.9999983310699463
luo,0.9999994039535522,0.9999994039535522,0.9999991655349731,0.9999989867210388
mos,0.999999463558197,0.9999991059303284,0.9999995231628418,0.9999977946281433
nya,0.9999993443489075,0.9999984502792358,0.9999996423721313,0.9999982714653015
pcm,0.9999988079071045,0.9999991059303284,0.9999991059303284,0.9999954104423523
sna,0.9999989867210388,0.9999983906745911,0.9999991059303284,0.9999987483024597
swa,0.9999985694885254,0.9999997019767761,0.9999991059303284,0.9999970197677612
tsn,0.9999992847442627,0.9999995231628418,0.9999994039535522,0.9999987483024597
twi,0.9999997019767761,0.9999997615814209,0.9999995231628418,0.9999988675117493
wol,0.9999989867210388,0.9999979734420776,0.9999997615814209,0.9999985098838806
xho,0.9999991059303284,0.9999988079071045,0.9999990463256836,0.9999977350234985
yor,0.9999991655349731,0.9999947547912598,0.9999989867210388,0.9999989867210388
zul,0.9999992847442627,0.9999994039535522,0.9999991059303284,0.9999988675117493
