,PER,ORG,LOC,DATE,Mean
lug,0.9982131,0.9909503,0.99584365,0.98287904,0.9919715
kin,0.9929314,0.9914335,0.9947939,0.98641646,0.9913938
nya,0.9957288,0.9942845,0.9916217,0.9784573,0.9900231
sna,0.9907868,0.9906514,0.990654,0.9844592,0.9891378
luo,0.9954636,0.9895325,0.98950434,0.9696001,0.9860251
xho,0.9808899,0.9835793,0.98535746,0.9872848,0.98427784
twi,0.9932662,0.9889411,0.9802294,0.96816003,0.9826492
ibo,0.9916766,0.97557014,0.9877846,0.97435945,0.9823477
tsn,0.9888271,0.9837862,0.9811579,0.97515225,0.98223084
zul,0.9896246,0.98166525,0.98645484,0.9707979,0.98213565
hau,0.9866734,0.9793634,0.98073375,0.98012286,0.98172337
wol,0.98865086,0.9792876,0.9814326,0.9730609,0.980608
swa,0.9937041,0.9814529,0.9788129,0.96622324,0.9800483
bam,0.9847477,0.96498346,0.98045605,0.9680528,0.97456
mos,0.9896726,0.9762316,0.9689803,0.9575066,0.9730978
ewe,0.9882508,0.97436064,0.9687073,0.959054,0.9725932
fon,0.9816562,0.9670699,0.9559048,0.92250705,0.9567845
yor,0.95952857,0.96458125,0.9525984,0.94158375,0.95457304
pcm,0.99021775,0.97052115,0.9536004,0.8947623,0.9522754
bbj,0.97593445,0.9130729,0.90446764,0.9215546,0.92875737
