,DATE,LOC,PER,ORG
bam,0.968963623046875,0.9552383422851562,0.9848504066467285,0.9714636206626892
bbj,0.9637471437454224,0.9306808114051819,0.9865056872367859,0.9837892651557922
ewe,0.965752363204956,0.9695903658866882,0.9857420325279236,0.9875217080116272
fon,0.9600010514259338,0.9364809989929199,0.988914430141449,0.9872129559516907
hau,0.9471527934074402,0.9460324048995972,0.9890182614326477,0.9783510565757751
ibo,0.9884693026542664,0.9474911093711853,0.9878780245780945,0.9849699139595032
kin,0.9845844507217407,0.9766717553138733,0.9851060509681702,0.991412341594696
lug,0.9674545526504517,0.9813196063041687,0.9928364753723145,0.9665335416793823
luo,0.9842514395713806,0.977064847946167,0.9861015677452087,0.983427882194519
mos,0.9569920897483826,0.9518617987632751,0.9884734749794006,0.9883062839508057
nya,0.9773361086845398,0.9684904217720032,0.9923609495162964,0.9907222390174866
pcm,0.9270156621932983,0.9772388339042664,0.9921451210975647,0.9584679007530212
sna,0.9854732155799866,0.9531331658363342,0.9888683557510376,0.9862198829650879
swa,0.9323078393936157,0.9848462343215942,0.9852515459060669,0.9752575159072876
tsn,0.9828057289123535,0.9680904746055603,0.9894436597824097,0.9819146990776062
twi,0.9798980355262756,0.9793598651885986,0.9901987314224243,0.9925375580787659
wol,0.9829321503639221,0.9448721408843994,0.9886580109596252,0.9833581447601318
xho,0.9875187873840332,0.9483797550201416,0.9848821759223938,0.9798159003257751
yor,0.9749321937561035,0.9325811266899109,0.9833385944366455,0.9887566566467285
zul,0.9822655916213989,0.9600675106048584,0.9858177304267883,0.9895778298377991
