,ORG,LOC,PER,DATE
bam,0.9689136743545532,0.9689817428588867,0.9842882752418518,
bbj,0.9820806384086609,0.9447025656700134,0.9808497428894043,
ewe,0.9886792898178101,0.973520040512085,0.9820421934127808,
fon,0.9884419441223145,0.9564876556396484,0.9848312139511108,
hau,0.9872546792030334,0.9582188725471497,0.9848523139953613,
ibo,0.9869288206100464,0.9470824003219604,0.9863035082817078,
kin,0.9888424873352051,0.9810144305229187,0.9805179238319397,
lug,0.9786214828491211,0.9825679659843445,0.9805527329444885,
luo,0.9828366041183472,0.9815597534179688,0.9782355427742004,
mos,0.9882792830467224,0.9653595089912415,0.9870426058769226,
nya,0.9848353862762451,0.9639710187911987,0.9884960055351257,
pcm,0.9665623903274536,0.9754470586776733,0.985215425491333,
sna,0.9858193397521973,0.9661059379577637,0.9752410650253296,
swa,0.9673482179641724,0.9810273051261902,0.9780616164207458,
tsn,0.9835917353630066,0.9731893539428711,0.9823077917098999,
twi,0.993780255317688,0.9847049713134766,0.987951397895813,
wol,0.9847105741500854,0.952944278717041,0.9878796339035034,
xho,0.9824069738388062,0.9603556394577026,0.9690424799919128,
yor,0.9847150444984436,0.9472883343696594,0.9811248183250427,
zul,0.9900228381156921,0.9721922278404236,0.9831895232200623,
