,ORG,LOC,PER,DATE
bam,0.9982195496559143,0.995072066783905,0.998612642288208,
bbj,0.998773992061615,0.9985700845718384,0.9990333318710327,
ewe,0.9980837106704712,0.9970961809158325,0.9968079924583435,
fon,0.9983314275741577,0.9911576509475708,0.9928398728370667,
hau,0.9995826482772827,0.995623767375946,0.9996423721313477,
ibo,0.9942903518676758,0.9992409348487854,0.999744176864624,
kin,0.9992180466651917,0.9992824792861938,0.9998064637184143,
lug,0.9996445775032043,0.9911389946937561,0.9995746612548828,
luo,0.9993407130241394,0.9981217384338379,0.9989584684371948,
mos,0.9987111687660217,0.9993676543235779,0.9990789890289307,
nya,0.9995904564857483,0.9925107955932617,0.9963453412055969,
pcm,0.9995331764221191,0.9995254874229431,0.9995825290679932,
sna,0.9998544454574585,0.9997939467430115,0.9994827508926392,
swa,0.9987508654594421,0.9986534714698792,0.998760461807251,
tsn,0.998620867729187,0.9957907795906067,0.9991419315338135,
twi,0.9994538426399231,0.998732328414917,0.9985867738723755,
wol,0.9973444938659668,0.9984546303749084,0.9987762570381165,
xho,0.9804702997207642,0.989423930644989,0.9966106414794922,
yor,0.9991544485092163,0.9982779026031494,0.9956546425819397,
zul,0.9872412085533142,0.97310870885849,0.9900388121604919,
