,ORG,LOC,PER,DATE
bam,0.9999960660934448,0.9999974966049194,0.9999980330467224,0.9999937415122986
bbj,0.9999985694885254,0.9999992847442627,0.9999982118606567,0.9999893307685852
ewe,0.9999983906745911,0.9999973177909851,0.9999911189079285,0.9999904036521912
fon,0.9999994039535522,0.9999980926513672,0.9999943375587463,0.9999964833259583
hau,0.9999979734420776,0.9999982118606567,0.9999985098838806,0.9999895691871643
ibo,0.9999992251396179,0.9999987483024597,0.9999986886978149,0.999997615814209
kin,0.9999992847442627,0.9999992847442627,0.9999992251396179,0.9999898076057434
lug,0.9999984502792358,0.9999995231628418,0.9999971985816956,0.9999954700469971
luo,0.9999990463256836,0.9999995231628418,0.9999924898147583,0.9999975562095642
mos,0.9999971389770508,0.9999994039535522,0.9999984502792358,0.9999884963035583
nya,0.999999463558197,0.9999979138374329,0.999998152256012,0.9999875426292419
pcm,0.9999974370002747,0.9999977350234985,0.9999964237213135,0.9999935030937195
sna,0.999999463558197,0.9999997615814209,0.999995768070221,0.9999887347221375
swa,0.9999986290931702,0.9999974370002747,0.9999975562095642,0.9999940991401672
tsn,0.9999980330467224,0.9999988079071045,0.9999971985816956,0.9999926090240479
twi,0.9999985694885254,0.9999984502792358,0.9999988675117493,0.9999957084655762
wol,0.9999991059303284,0.9999991655349731,0.9999959468841553,0.9999926686286926
xho,0.9999992251396179,0.9999970197677612,0.999995231628418,0.9999980330467224
yor,0.9999984502792358,0.999991238117218,0.9999895095825195,0.9999991655349731
zul,0.9999986290931702,0.9999929070472717,0.9999954104423523,0.999995768070221
