Language,Cosine_Similarity
lug,0.97390276
xho,0.96482277
zul,0.9622017
kin,0.96201336
nya,0.9322937
sna,0.92753214
luo,0.91116095
tsn,0.90618664
hau,0.88219714
wol,0.8698486
ibo,0.8600211
ewe,0.85157216
twi,0.8480922
bam,0.84247637
mos,0.8205921
swa,0.7838139
pcm,0.7511141
fon,0.71912384
yor,0.69130665
bbj,0.68531203
