Language,Cosine_Similarity
lug,0.9994831
kin,0.99939704
sna,0.9992027
tsn,0.99906754
luo,0.9990352
nya,0.9988889
wol,0.9986167
ibo,0.9980925
pcm,0.997972
ewe,0.99748105
mos,0.9967965
xho,0.9965859
zul,0.9962692
yor,0.9961638
bam,0.9956902
twi,0.9954789
hau,0.9950922
bbj,0.99506336
fon,0.99437976
swa,0.994255
