,LOC,ORG,DATE,PER,Mean
nya,,0.7867331504821777,,,0.7867331504821777
kin,,0.7836282849311829,,,0.7836282849311829
wol,,0.7584654092788696,,,0.7584654092788696
bam,,0.753403902053833,,,0.753403902053833
ibo,0.7260446548461914,0.7407711744308472,,,0.7334079146385193
tsn,0.7055704593658447,0.7455278038978577,,,0.7255491316318512
mos,,0.7626211643218994,,0.646009624004364,0.7043153941631317
twi,,,,0.69658362865448,0.69658362865448
bbj,,0.6931899785995483,,,0.6931899785995483
lug,,0.8453798294067383,,0.5330016613006592,0.6891907453536987
ewe,,0.7037389278411865,,0.6449592113494873,0.6743490695953369
hau,,0.6947811841964722,,0.6510111093521118,0.672896146774292
luo,,0.7000516057014465,,0.6323210000991821,0.6661863029003143
zul,0.6549326777458191,,,,0.6549326777458191
fon,,,,0.62996906042099,0.62996906042099
pcm,0.6597266793251038,,,0.5492382049560547,0.6044824421405792
sna,0.7262367010116577,,,0.47897469997406006,0.6026057004928589
xho,0.6714142560958862,,,0.5203994512557983,0.5959068536758423
swa,,,,0.593536913394928,0.593536913394928
yor,0.49862343072891235,0.6755584478378296,,,0.587090939283371
