,LOC,ORG,DATE,PER,Mean
twi,0.8909769654273987,0.941603422164917,,0.9483404755592346,0.9269736210505167
lug,,0.9308015704154968,,0.9219448566436768,0.9263732135295868
mos,,0.9062377214431763,,0.9072716236114502,0.9067546725273132
hau,0.8409310579299927,0.9284449815750122,,0.9466727375984192,0.905349592367808
kin,0.873907744884491,0.8744695782661438,,0.9545941352844238,0.9009904861450195
sna,0.8377251029014587,0.9106869101524353,,0.9415228366851807,0.8966449499130249
wol,0.851270854473114,0.8994686603546143,,0.9277427196502686,0.8928274114926656
nya,0.8403115272521973,0.8893440365791321,,0.9441468715667725,0.8912674784660339
ibo,0.8651480078697205,0.914881706237793,,,0.8900148570537567
ewe,,0.8746263980865479,,0.9036250710487366,0.8891257345676422
fon,0.8484765291213989,0.9053888320922852,,0.9035485982894897,0.8858046531677246
luo,,0.8434664011001587,,0.9086111187934875,0.8760387599468231
tsn,0.837024450302124,0.9097466468811035,,,0.8733855485916138
bam,0.8705042004585266,0.8704249262809753,,,0.870464563369751
pcm,0.8370518684387207,0.8141891360282898,,0.9272341132164001,0.8594917058944702
zul,0.8205239176750183,,,0.8924837112426758,0.856503814458847
swa,0.8358412384986877,0.8290952444076538,,0.8844888806343079,0.8498084545135498
xho,0.7988889813423157,,,0.8487663269042969,0.8238276541233063
bbj,0.7397013902664185,0.8793944716453552,,,0.8095479309558868
yor,0.6948556303977966,0.8819825053215027,,,0.7884190678596497
