,DATE,ORG,LOC,PER,Mean
lug,0.9999868349692794,0.9999857939940179,0.9999863567577494,0.9999739866896293,0.999983243102669
sna,0.9999867506017553,0.9999922824287077,0.9999818150176416,0.9999682131278717,0.999982265293994
nya,0.9999726439976687,0.9999873583493998,0.99998916800915,0.999978112521539,0.9999818207194393
xho,0.99999219099765,0.9999881104388328,0.9999811893039141,0.9999626286180653,0.9999810298396155
kin,0.9999725886838935,0.999991445996385,0.9999875644528248,0.9999689181414686,0.999980129318643
zul,0.9999775687602328,0.9999909228448002,0.9999815577911607,0.9999701252291149,0.9999800436563272
hau,0.9999792075305595,0.9999842557772646,0.9999836915868554,0.9999691552468523,0.999979077535383
twi,0.999971813743554,0.9999890989308783,0.9999790439834206,0.999975690435188,0.9999789117732603
ibo,0.9999833543299189,0.999970365735265,0.9999813058019252,0.9999721052669616,0.9999767827835176
luo,0.9999734637807804,0.9999770193285323,0.9999858461079211,0.9999666829383909,0.9999757530389062
wol,0.9999630089793708,0.9999884753013344,0.9999760417644501,0.9999689970552381,0.9999741307750984
bam,0.9999673437870518,0.9999857413105495,0.9999744137685722,0.999965739118292,0.9999733094961164
mos,0.9999731011584942,0.999985470030772,0.9999630608716108,0.9999692408196408,0.9999727182201295
swa,0.9999698961419284,0.9999750967990112,0.9999737500139588,0.9999693202191128,0.9999720157935028
tsn,0.9999809501350188,0.9999776772281319,0.9999618342836877,0.9999675768256774,0.9999720096181289
ewe,0.9999512454898015,0.9999756785705973,0.9999659937563272,0.9999646791542541,0.9999643992427449
fon,0.9999405487068262,0.9999833445849602,0.9999689758949488,0.999962021965199,0.9999637227879835
bbj,0.9999180714223781,0.9999704280650822,0.9999708521716346,0.9999672355013954,0.9999566467901225
yor,0.9999556031416524,0.9999745531515375,0.9999559961812836,0.9999394537697098,0.9999564015610458
pcm,0.999915008648,0.9999602718627281,0.9999629689337721,0.9999673352262914,0.9999513961676979
