,LOC,ORG,DATE,PER
bam,0.9368197917938232,0.8594688773155212,0.9241435527801514,0.8628414273262024
bbj,0.82942134141922,0.9289478063583374,0.8536234498023987,0.8733513951301575
ewe,0.9443693161010742,0.9388713240623474,0.8079094886779785,0.8592767715454102
fon,0.877753496170044,0.9366994500160217,0.8931218385696411,0.8525475859642029
hau,0.8850257396697998,0.9457215070724487,0.951545774936676,0.8704069256782532
ibo,0.8909924030303955,0.9541404843330383,0.9693506956100464,0.8735237121582031
kin,0.96822589635849,0.9603594541549683,0.9434952735900879,0.8764931559562683
lug,0.9673022627830505,0.9319831132888794,0.8916733860969543,0.8739630579948425
luo,0.959754467010498,0.9538173675537109,0.9481946229934692,0.8761394023895264
mos,0.8939270377159119,0.9483593106269836,0.8501765131950378,0.8473936319351196
nya,0.9587737917900085,0.9455031752586365,0.9342296123504639,0.8894487023353577
pcm,0.958354651927948,0.9260093569755554,0.7973963618278503,0.8900737166404724
sna,0.876570999622345,0.9484294652938843,0.9740592241287231,0.872746467590332
swa,0.969438374042511,0.9273367524147034,0.9037681818008423,0.8770995736122131
tsn,0.9359509944915771,0.933735191822052,0.9586185216903687,0.8802021741867065
twi,0.9624235033988953,0.9708626866340637,0.9388734102249146,0.8886681199073792
wol,0.8991342186927795,0.9363158345222473,0.9249172210693359,0.8882119655609131
xho,0.846985399723053,0.9241151213645935,0.9747011065483093,0.8768254518508911
yor,0.8109951019287109,0.9315758943557739,0.871936023235321,0.8163818717002869
zul,0.9091067910194397,0.9400348663330078,0.9633556604385376,0.8781349062919617
