,ORG,DATE,PER,LOC,Mean
hau,0.9995712323702306,0.9923349668740701,0.999792663654205,0.9990783890550661,0.9976943129883931
ewe,0.9990032642331137,0.9936609637395493,0.9986216610740242,0.9992053990775003,0.9976228220310469
bam,0.9983038663166481,0.992227705022294,0.9993234951555726,0.9988176853893785,0.9971681879709733
sna,0.9999040788656105,0.9872204289398809,0.9991792043360496,0.9997965699627585,0.9965250705260749
swa,0.9988913236561601,0.9888323308240363,0.9991356943448001,0.9992212820658276,0.996520157722706
lug,0.9998803519345003,0.9864913799706666,0.9997804631160497,0.9997165537969046,0.9964671872045303
luo,0.9996160927625585,0.986810550358358,0.9991362432325558,0.9997828644925075,0.9963364377114949
pcm,0.9996483223255173,0.9865639958345231,0.9994272319960081,0.9995736377981852,0.9963032969885585
twi,0.999583127717329,0.9859450979203022,0.9991631593125334,0.9992348354149496,0.9959815550912786
tsn,0.9971382552358896,0.9896004001047634,0.9988576442473703,0.9980237786276398,0.9959050195539159
yor,0.9991663136752394,0.9872504115213181,0.9974991358466293,0.9986260173872503,0.9956354696076093
nya,0.9998726321782255,0.9862171310663145,0.9952060212947635,0.9998214047187963,0.995279297314525
wol,0.9991485884740945,0.9881396778529736,0.9988456644871668,0.9943963911747069,0.9951325804972355
mos,0.9995180097250703,0.982337780352984,0.9995647247153392,0.9989389913806217,0.9950898765435039
kin,0.9991647891698221,0.9820419217183166,0.9991338541455493,0.9997942087570365,0.9950336934476812
bbj,0.9991512492629615,0.9825550615857317,0.9992678123847328,0.9986309675505014,0.9949012726959818
ibo,0.9984893346332184,0.9819642277957585,0.9995632896889358,0.9995693131129205,0.9948965413077083
zul,0.9946979305621839,0.9976124395524294,0.9930569847467379,0.9883806336959656,0.9934369971393292
xho,0.9868631008903566,0.9955325236713487,0.9957133604899154,0.9942295341355748,0.9930846297967989
fon,0.9976948190173633,0.9818416895751702,0.9935043442045386,0.9971966832701653,0.9925593840168094
