layer,model,rank_type,language,cosine,config
1,xlmr,top5,kin,0.9999423147827621,use1_use1_con4_max500_bat32
1,xlmr,top5,lug,0.9999107562949444,use1_use1_con4_max500_bat32
1,xlmr,top5,pcm,0.9999006170239397,use1_use1_con4_max500_bat32
1,xlmr,top5,nya,0.9998929178125233,use1_use1_con4_max500_bat32
1,xlmr,top5,tsn,0.9998920838571173,use1_use1_con4_max500_bat32
1,xlmr,worst5,fon,0.9995796933675585,use1_use1_con4_max500_bat32
1,xlmr,worst5,bam,0.9995908028132388,use1_use1_con4_max500_bat32
1,xlmr,worst5,yor,0.9997228643663478,use1_use1_con4_max500_bat32
1,xlmr,worst5,ewe,0.9997260851632082,use1_use1_con4_max500_bat32
1,xlmr,worst5,ibo,0.9997673895305481,use1_use1_con4_max500_bat32
2,xlmr,top5,kin,0.9999923906281317,use1_use1_con4_max500_bat32
2,xlmr,top5,nya,0.999991167348963,use1_use1_con4_max500_bat32
2,xlmr,top5,tsn,0.9999903458520376,use1_use1_con4_max500_bat32
2,xlmr,top5,luo,0.9999894045801208,use1_use1_con4_max500_bat32
2,xlmr,top5,zul,0.9999875820559809,use1_use1_con4_max500_bat32
2,xlmr,worst5,bam,0.9999668586158952,use1_use1_con4_max500_bat32
2,xlmr,worst5,fon,0.9999706107090495,use1_use1_con4_max500_bat32
2,xlmr,worst5,ewe,0.9999766798015752,use1_use1_con4_max500_bat32
2,xlmr,worst5,yor,0.9999775692972392,use1_use1_con4_max500_bat32
2,xlmr,worst5,ibo,0.9999782856855006,use1_use1_con4_max500_bat32
3,xlmr,top5,kin,0.999995876689765,use1_use1_con4_max500_bat32
3,xlmr,top5,lug,0.9999957195367085,use1_use1_con4_max500_bat32
3,xlmr,top5,nya,0.9999955958515316,use1_use1_con4_max500_bat32
3,xlmr,top5,sna,0.9999942228037939,use1_use1_con4_max500_bat32
3,xlmr,top5,xho,0.9999940650014734,use1_use1_con4_max500_bat32
3,xlmr,worst5,pcm,0.9999818963279985,use1_use1_con4_max500_bat32
3,xlmr,worst5,fon,0.9999862095764035,use1_use1_con4_max500_bat32
3,xlmr,worst5,swa,0.9999865488320725,use1_use1_con4_max500_bat32
3,xlmr,worst5,ewe,0.9999875711237631,use1_use1_con4_max500_bat32
3,xlmr,worst5,ibo,0.9999884960762875,use1_use1_con4_max500_bat32
4,xlmr,top5,zul,0.9999969925321079,use1_use1_con4_max500_bat32
4,xlmr,top5,tsn,0.9999969105865067,use1_use1_con4_max500_bat32
4,xlmr,top5,mos,0.9999967532024585,use1_use1_con4_max500_bat32
4,xlmr,top5,wol,0.9999965150120673,use1_use1_con4_max500_bat32
4,xlmr,top5,ibo,0.9999963797616274,use1_use1_con4_max500_bat32
4,xlmr,worst5,bbj,0.99999324780395,use1_use1_con4_max500_bat32
4,xlmr,worst5,pcm,0.9999934871113598,use1_use1_con4_max500_bat32
4,xlmr,worst5,swa,0.9999936202824221,use1_use1_con4_max500_bat32
4,xlmr,worst5,hau,0.9999940967585236,use1_use1_con4_max500_bat32
4,xlmr,worst5,sna,0.9999942982959769,use1_use1_con4_max500_bat32
5,xlmr,top5,lug,0.9999811124196891,use1_use1_con4_max500_bat32
5,xlmr,top5,kin,0.9999808507670092,use1_use1_con4_max500_bat32
5,xlmr,top5,xho,0.9999768069576008,use1_use1_con4_max500_bat32
5,xlmr,top5,nya,0.9999766396783988,use1_use1_con4_max500_bat32
5,xlmr,top5,luo,0.9999761992509526,use1_use1_con4_max500_bat32
5,xlmr,worst5,bam,0.9999496614201497,use1_use1_con4_max500_bat32
5,xlmr,worst5,fon,0.999958986776097,use1_use1_con4_max500_bat32
5,xlmr,worst5,twi,0.9999619882435983,use1_use1_con4_max500_bat32
5,xlmr,worst5,pcm,0.9999681470620787,use1_use1_con4_max500_bat32
5,xlmr,worst5,wol,0.9999690170053127,use1_use1_con4_max500_bat32
6,xlmr,top5,lug,0.9999989607683973,use1_use1_con4_max500_bat32
6,xlmr,top5,kin,0.9999988003160198,use1_use1_con4_max500_bat32
6,xlmr,top5,nya,0.999998645134539,use1_use1_con4_max500_bat32
6,xlmr,top5,luo,0.9999986002998748,use1_use1_con4_max500_bat32
6,xlmr,top5,sna,0.999998579687239,use1_use1_con4_max500_bat32
6,xlmr,worst5,bam,0.9999967283413116,use1_use1_con4_max500_bat32
6,xlmr,worst5,fon,0.9999975200724256,use1_use1_con4_max500_bat32
6,xlmr,worst5,twi,0.9999975460234181,use1_use1_con4_max500_bat32
6,xlmr,worst5,bbj,0.9999980430564889,use1_use1_con4_max500_bat32
6,xlmr,worst5,ewe,0.9999980723328846,use1_use1_con4_max500_bat32
7,xlmr,top5,lug,0.9999946875676325,use1_use1_con4_max500_bat32
7,xlmr,top5,yor,0.9999931137611304,use1_use1_con4_max500_bat32
7,xlmr,top5,luo,0.999992658652803,use1_use1_con4_max500_bat32
7,xlmr,top5,ewe,0.9999908200774619,use1_use1_con4_max500_bat32
7,xlmr,top5,fon,0.9999904902425661,use1_use1_con4_max500_bat32
7,xlmr,worst5,hau,0.9999804678849675,use1_use1_con4_max500_bat32
7,xlmr,worst5,mos,0.999981967629165,use1_use1_con4_max500_bat32
7,xlmr,worst5,twi,0.9999829409956014,use1_use1_con4_max500_bat32
7,xlmr,worst5,bam,0.9999833230020705,use1_use1_con4_max500_bat32
7,xlmr,worst5,bbj,0.999985020589736,use1_use1_con4_max500_bat32
8,xlmr,top5,lug,0.999997599382203,use1_use1_con4_max500_bat32
8,xlmr,top5,yor,0.9999966947385064,use1_use1_con4_max500_bat32
8,xlmr,top5,luo,0.999996584206147,use1_use1_con4_max500_bat32
8,xlmr,top5,sna,0.9999964177563173,use1_use1_con4_max500_bat32
8,xlmr,top5,zul,0.9999960088199928,use1_use1_con4_max500_bat32
8,xlmr,worst5,bbj,0.9999792186525397,use1_use1_con4_max500_bat32
8,xlmr,worst5,mos,0.9999850607513454,use1_use1_con4_max500_bat32
8,xlmr,worst5,hau,0.9999854198220361,use1_use1_con4_max500_bat32
8,xlmr,worst5,pcm,0.9999906507025612,use1_use1_con4_max500_bat32
8,xlmr,worst5,swa,0.9999916433209195,use1_use1_con4_max500_bat32
9,xlmr,top5,lug,0.9999971685928131,use1_use1_con4_max500_bat32
9,xlmr,top5,yor,0.9999971288308381,use1_use1_con4_max500_bat32
9,xlmr,top5,xho,0.999995876101553,use1_use1_con4_max500_bat32
9,xlmr,top5,luo,0.9999955441363554,use1_use1_con4_max500_bat32
9,xlmr,top5,fon,0.9999953859612861,use1_use1_con4_max500_bat32
9,xlmr,worst5,mos,0.9999864358462879,use1_use1_con4_max500_bat32
9,xlmr,worst5,bbj,0.9999868555572775,use1_use1_con4_max500_bat32
9,xlmr,worst5,hau,0.9999876973524214,use1_use1_con4_max500_bat32
9,xlmr,worst5,kin,0.9999908120382477,use1_use1_con4_max500_bat32
9,xlmr,worst5,bam,0.9999910491660216,use1_use1_con4_max500_bat32
10,xlmr,top5,nya,0.9999842803026693,use1_use1_con4_max500_bat32
10,xlmr,top5,zul,0.9999839164906148,use1_use1_con4_max500_bat32
10,xlmr,top5,xho,0.999983771332511,use1_use1_con4_max500_bat32
10,xlmr,top5,ibo,0.9999824750598616,use1_use1_con4_max500_bat32
10,xlmr,top5,ewe,0.9999824602708031,use1_use1_con4_max500_bat32
10,xlmr,worst5,pcm,0.9999283881664072,use1_use1_con4_max500_bat32
10,xlmr,worst5,bbj,0.999963280886857,use1_use1_con4_max500_bat32
10,xlmr,worst5,wol,0.9999700331990875,use1_use1_con4_max500_bat32
10,xlmr,worst5,mos,0.9999707614880101,use1_use1_con4_max500_bat32
10,xlmr,worst5,tsn,0.9999717345605239,use1_use1_con4_max500_bat32
11,xlmr,top5,kin,0.999981702350996,use1_use1_con4_max500_bat32
11,xlmr,top5,nya,0.9999799115971564,use1_use1_con4_max500_bat32
11,xlmr,top5,zul,0.9999751458470285,use1_use1_con4_max500_bat32
11,xlmr,top5,lug,0.9999747462479549,use1_use1_con4_max500_bat32
11,xlmr,top5,sna,0.9999746435031307,use1_use1_con4_max500_bat32
11,xlmr,worst5,fon,0.9999433073975442,use1_use1_con4_max500_bat32
11,xlmr,worst5,pcm,0.9999456541467009,use1_use1_con4_max500_bat32
11,xlmr,worst5,yor,0.9999511620077259,use1_use1_con4_max500_bat32
11,xlmr,worst5,bbj,0.9999568251142096,use1_use1_con4_max500_bat32
11,xlmr,worst5,mos,0.9999583262419497,use1_use1_con4_max500_bat32
12,xlmr,top5,swa,0.9966846761073259,use1_use1_con4_max500_bat32
12,xlmr,top5,nya,0.9966578405105411,use1_use1_con4_max500_bat32
12,xlmr,top5,pcm,0.9960440278895736,use1_use1_con4_max500_bat32
12,xlmr,top5,tsn,0.9959746951835071,use1_use1_con4_max500_bat32
12,xlmr,top5,yor,0.9957878010865426,use1_use1_con4_max500_bat32
12,xlmr,worst5,zul,0.9874437725656379,use1_use1_con4_max500_bat32
12,xlmr,worst5,xho,0.9879766695247447,use1_use1_con4_max500_bat32
12,xlmr,worst5,ibo,0.9914573516478014,use1_use1_con4_max500_bat32
12,xlmr,worst5,hau,0.9924866408002851,use1_use1_con4_max500_bat32
12,xlmr,worst5,fon,0.9925755690081,use1_use1_con4_max500_bat32
