,LOC,PER,ORG,DATE,Mean
lug,,0.9999936819076538,0.9999802112579346,,0.9999869465827942
twi,,0.9999868273735046,,,0.9999868273735046
hau,,0.9999889135360718,0.9999780058860779,,0.9999834597110748
kin,,,0.9999821782112122,,0.9999821782112122
fon,,0.999981701374054,,,0.999981701374054
xho,0.9999791979789734,0.9999839067459106,,,0.999981552362442
mos,,0.999991238117218,0.9999690055847168,,0.9999801218509674
sna,0.9999772310256958,0.9999822378158569,,,0.9999797344207764
wol,,,0.9999768137931824,,0.9999768137931824
tsn,0.9999755024909973,,0.9999778270721436,,0.9999766647815704
ewe,,0.9999797940254211,0.9999728202819824,,0.9999763071537018
nya,,,0.9999756217002869,,0.9999756217002869
ibo,0.9999749064445496,,0.9999710321426392,,0.9999729692935944
zul,0.9999644160270691,,,,0.9999644160270691
bbj,0.999954342842102,,0.9999614953994751,,0.9999579191207886
luo,,0.999989926815033,0.9999248385429382,,0.9999573826789856
pcm,0.9999627470970154,0.9998934864997864,,,0.9999281167984009
yor,0.999853253364563,,0.9999803900718689,,0.9999168217182159
bam,,,0.9999037384986877,,0.9999037384986877
swa,,0.9998967051506042,,,0.9998967051506042
