,LOC,DATE,PER,ORG
bam,0.95965176820755,0.961993396282196,0.9173865914344788,0.9598201513290405
bbj,0.9369972348213196,0.9614728689193726,0.917883038520813,0.9615316390991211
ewe,0.9757965207099915,0.9652502536773682,0.9228049516677856,0.9779718518257141
fon,0.9591891169548035,0.9382938742637634,0.9101471304893494,0.9543498158454895
hau,0.9748762845993042,0.9717386960983276,0.9128516912460327,0.9827947020530701
ibo,0.9769874215126038,0.9772443175315857,0.9227425456047058,0.9797095656394958
kin,0.9758076071739197,0.963148832321167,0.9044440984725952,0.9912295937538147
lug,0.9889519810676575,0.965968668460846,0.9280363321304321,0.9921077489852905
luo,0.9834688305854797,0.9764804840087891,0.9426543712615967,0.9825767874717712
mos,0.9663671851158142,0.9557585716247559,0.9222503900527954,0.9822546243667603
nya,0.9804332256317139,0.961118221282959,0.9299098253250122,0.9876441359519958
pcm,0.9666954278945923,0.9414584636688232,0.9258151650428772,0.969637393951416
sna,0.9678558111190796,0.9402860999107361,0.9137060046195984,0.9847938418388367
swa,0.9572749733924866,0.9477400183677673,0.9328626394271851,0.96131432056427
tsn,0.9760383367538452,0.9747560620307922,0.9352743625640869,0.9831628203392029
twi,0.9605293869972229,0.9585188627243042,0.9052268862724304,0.9764501452445984
wol,0.9757445454597473,0.9666982889175415,0.9376491904258728,0.9809886813163757
xho,0.9847396612167358,0.9852856993675232,0.9228864312171936,0.9847402572631836
yor,0.9640220999717712,0.9576989412307739,0.9500946998596191,0.9722790718078613
zul,0.9847603440284729,0.9700835943222046,0.9347110986709595,0.9918107390403748
