,PER,DATE,ORG,LOC,Mean
lug,0.5442464351654053,0.9156702756881714,0.8740360140800476,0.8774157166481018,0.8757793521269773
kin,0.5709027051925659,0.8886653184890747,0.8722412586212158,0.7751666307449341,0.8348017732302347
luo,0.6137218475341797,0.8556801676750183,0.8337742686271667,0.8255897164344788,0.8297085815515274
zul,0.6241613626480103,0.8690865635871887,0.8487707376480103,0.7482300400733948,0.8144188156494727
twi,0.6260730624198914,0.7886812686920166,0.8758650422096252,0.7985289692878723,0.8135269383589426
tsn,0.6182457208633423,0.8917808532714844,0.8212640285491943,0.7421284317970276,0.8106932051670857
sna,0.6181394457817078,0.9089490175247192,0.8513613939285278,0.6717039942741394,0.8032663907760229
ibo,0.6329448819160461,0.8948566913604736,0.8546214699745178,0.6806531548500061,0.8032322762868344
nya,0.6542385816574097,0.8531510233879089,0.8653052449226379,0.6849740743637085,0.7954932604080591
hau,0.614885687828064,0.8591817617416382,0.8387647867202759,0.6311795115470886,0.7701642123552469
swa,0.601547360420227,0.7457005977630615,0.7564221620559692,0.8213790059089661,0.7678485413392385
wol,0.6109379529953003,0.8600208163261414,0.7794355154037476,0.6063936948776245,0.7433213400535095
fon,0.598082423210144,0.7424148321151733,0.8140457272529602,0.6800500750541687,0.7398335016690768
bam,0.5841004848480225,0.7988050580024719,0.6929821968078613,0.7333642244338989,0.7356549799442291
xho,0.6072771549224854,0.8102641105651855,0.8220981359481812,0.5896742939949036,0.7355480125317206
mos,0.6209455132484436,0.6407312750816345,0.7715858221054077,0.6809603571891785,0.6948047807583442
ewe,0.5902092456817627,0.543952226638794,0.808133065700531,0.7434279918670654,0.6943392287462186
yor,0.5157864689826965,0.7059236764907837,0.7324370741844177,0.5262042284011841,0.6495062036392016
pcm,0.57081538438797,0.4800860285758972,0.7331858277320862,0.7441881895065308,0.6493454781862406
bbj,0.6224802732467651,0.6550272107124329,0.7610117793083191,0.48240870237350464,0.6324183734563681
