,PER,DATE,ORG,LOC,Mean
lug,0.5292742252349854,,0.8600473403930664,,0.8246073637689862
nya,,,0.7976537346839905,,0.7976537346839905
kin,,,0.7928658723831177,,0.7928658723831177
tsn,,,0.759475827217102,0.8165491223335266,0.7880124747753143
wol,,,0.7815011739730835,,0.7815011739730835
ibo,,,0.7529361248016357,0.7974531650543213,0.7751946449279785
bam,,,0.7601491212844849,,0.7601491212844849
sna,0.47420066595077515,,,0.7847568988800049,0.7514830167804446
mos,0.5082258582115173,,0.7684547305107117,,0.7405730656215123
xho,0.5970196723937988,,,0.7279621958732605,0.7139326397861753
zul,,,,0.7067357897758484,0.7067357897758484
ewe,0.5490241050720215,,0.7216747403144836,,0.703176457967077
luo,0.6144327521324158,,0.7086634635925293,,0.6985673159360886
bbj,,,0.6952155232429504,,0.6952155232429504
pcm,0.5291511416435242,,,0.7125232815742493,0.6928762665816716
hau,0.5731891989707947,,0.6874935030937195,,0.6752466133662632
yor,,,0.698672354221344,0.5887569785118103,0.6437146663665771
twi,0.6158879995346069,,,,0.6158879995346069
swa,0.614682674407959,,,,0.614682674407959
fon,0.5156949758529663,,,,0.5156949758529663
