,LOC,PER,DATE,ORG
bam,,,,0.951144278049469
bbj,0.8522830605506897,,,0.9645258784294128
ewe,,0.9670284390449524,,0.9542577266693115
fon,,0.9602370858192444,,
hau,,0.977556586265564,,0.9726741909980774
ibo,0.9267088174819946,,,0.9689011573791504
kin,,,,0.9572808146476746
lug,,0.9505289793014526,,0.9676612019538879
luo,,0.968033492565155,,0.9590884447097778
mos,,0.9547288417816162,,0.9726090431213379
nya,,,,0.9667057991027832
pcm,0.9621267318725586,0.9734868407249451,,
sna,0.9154269099235535,0.9699336290359497,,
swa,,0.9717389941215515,,
tsn,0.9188511371612549,,,0.9636145830154419
twi,,0.9789239764213562,,
wol,,,,0.9567561149597168
xho,0.8945668339729309,0.934607207775116,,
yor,0.8255125880241394,,,0.965368390083313
zul,0.8996894955635071,,,
