,LOC,DATE,ORG,PER,Mean
lug,,,0.9877909421920776,0.9901036620140076,0.9889473021030426
sna,0.9805229306221008,,0.9836664795875549,0.9883654117584229,0.9841849406560262
hau,0.972339928150177,,0.9826416969299316,0.9897446036338806,0.9815754095713297
kin,0.9699692726135254,,0.9770421385765076,0.9931358098983765,0.9800490736961365
twi,0.9685825109481812,,0.9840294718742371,0.9830118417739868,0.9785412748654684
mos,0.9745340943336487,,0.9743908643722534,0.9826289415359497,0.9771846334139506
zul,0.9740608334541321,,0.970187783241272,0.9741786122322083,0.9728090763092041
wol,0.9685789942741394,,0.9768091440200806,0.9710948467254639,0.9721609950065613
nya,0.9546324610710144,,0.9735171794891357,0.9819850921630859,0.9700449109077454
luo,,,0.9672554731369019,0.9725641012191772,0.9699097871780396
tsn,0.9594399929046631,,0.9770268201828003,,0.9682334065437317
ibo,0.9621500968933105,,0.9722163677215576,,0.9671832323074341
xho,0.967522144317627,,0.9618056416511536,0.9591200947761536,0.9628159602483114
ewe,0.9589961171150208,,0.9547218680381775,0.9638793468475342,0.9591991106669108
fon,0.9454651474952698,,0.9649377465248108,0.957550048828125,0.9559843142827352
pcm,0.9414691925048828,,0.9593417644500732,0.9641756415367126,0.9549955328305563
bbj,0.9274974465370178,,0.9548487663269043,0.9639537930488586,0.9487666686375936
swa,0.9319520592689514,,0.9367546439170837,0.9458433985710144,0.9381833672523499
yor,0.9172667264938354,,0.9571647644042969,,0.9372157454490662
bam,0.9428593516349792,,0.9443511962890625,0.894772469997406,0.9273276726404825
