,ORG,LOC,PER,DATE,Mean
lug,0.73342645,0.7319407,0.6239228,0.6741695,0.69086486
kin,0.7059443,0.73271334,0.6151396,0.6754269,0.68230605
nya,0.7044322,0.7052187,0.61983,0.6664284,0.6739773
sna,0.68186027,0.68571275,0.6160313,0.6845318,0.66703403
xho,0.67711264,0.6818065,0.59260255,0.6979144,0.662359
zul,0.66815156,0.67278606,0.6158246,0.6558671,0.65315735
tsn,0.67136586,0.6550145,0.60336983,0.6572819,0.646758
luo,0.6363572,0.672848,0.6051468,0.6393217,0.63841844
wol,0.6435913,0.6498908,0.6066227,0.6251544,0.63131475
hau,0.6372421,0.62943786,0.59984285,0.6514572,0.629495
ibo,0.62239534,0.65248185,0.59825593,0.61098945,0.6210307
swa,0.62007695,0.6180269,0.5987807,0.61588615,0.6131927
twi,0.633564,0.62428474,0.5816579,0.6063565,0.6114658
bam,0.6026629,0.608662,0.58834994,0.6380997,0.60944366
ewe,0.61661166,0.613178,0.5736029,0.6140083,0.6043502
mos,0.61269593,0.59849656,0.58888,0.6018019,0.6004686
yor,0.58841735,0.5787157,0.57108575,0.57880235,0.5792553
pcm,0.59502304,0.57806414,0.5678896,0.55979997,0.5751942
fon,0.5718911,0.5653031,0.56463337,0.5183474,0.5550437
bbj,0.5549643,0.5224616,0.5547656,0.5511764,0.545842
