Language,Cosine_Similarity
lug,0.96151763
kin,0.9405331
twi,0.93994766
swa,0.93578315
ewe,0.92704046
luo,0.924778
bam,0.9173276
ibo,0.91187316
pcm,0.9111677
nya,0.9102105
tsn,0.90560365
mos,0.8706574
hau,0.8689939
zul,0.8635774
sna,0.8581935
wol,0.84939665
xho,0.8470887
fon,0.8324493
bbj,0.81240845
yor,0.74708605
