,ORG,PER,DATE,LOC,Mean
kin,0.9967043452452019,0.9955613812674232,0.9921791540082211,0.9856900318082218,0.992533728082267
twi,0.9956959126639057,0.9966925850173847,0.9910468851112572,0.983067849179634,0.9916258079930453
luo,0.9957349310007929,0.9975527418268849,0.9880723265714955,0.983857252884206,0.9913043130708449
ibo,0.9940119913265908,0.9966118280394729,0.9946435539663369,0.979070301361536,0.9910844186734842
tsn,0.995091705263502,0.9965581098566965,0.9917792437591473,0.978875387752295,0.9905761116579103
lug,0.9847646436898108,0.9984473035615401,0.9901014294138778,0.9886432677612044,0.9904891611066083
swa,0.9904358080251744,0.9967978163326384,0.9783765614736317,0.9900121294464258,0.9889055788194675
ewe,0.9951392200791566,0.9946891214809711,0.9859802176537987,0.9777781868932689,0.9883966865267988
sna,0.994643408808218,0.992848483803755,0.9924383398646645,0.9732962121445513,0.9883066111552972
zul,0.9956545561882436,0.9928758536690145,0.9878411857017424,0.9751195668551966,0.9878727906035494
nya,0.9965018446119488,0.9943167720387608,0.9846746191691389,0.9754290204197134,0.9877305640598903
wol,0.9950477740501156,0.9954742348102091,0.9920366435135218,0.9666657700983833,0.9873061056180574
xho,0.9942543942566074,0.9948482307233657,0.9940406055327129,0.9653724115025586,0.9871289105038111
yor,0.9946255741397316,0.9924901932780557,0.9896472815545978,0.9597035493556754,0.9841166495820152
mos,0.9952254768024279,0.9962796621786315,0.9855576779971014,0.9592710866439569,0.9840834759055295
pcm,0.9896484990600808,0.9978583988833022,0.9667232648952542,0.9818762449736294,0.9840266019530666
bam,0.9878822656114845,0.9943682626034334,0.9828946761593329,0.970025338632329,0.9837926357516449
bbj,0.9919413825269792,0.9968352999887676,0.9819664368537957,0.9584551290054433,0.9822995620937465
fon,0.9949688755682717,0.9958944890249399,0.9767736202767472,0.9597458403469253,0.981845706304221
hau,0.9831192513425517,0.9938208535906247,0.9786140310953144,0.9615255393600837,0.9792699188471436
