,1,2,3,4,5,6,7,8,9,10,11,12
bam,10.5,10.5,10.5,5.5,5.5,4.5,3.5,2.5,3.5,1.5,1.5,0.5
bbj,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0
ewe,3.0,3.0,3.0,0.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0
fon,2.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
hau,6.5,7.5,7.5,4.5,1.5,2.5,1.5,1.5,1.5,1.5,1.5,0.5
ibo,0.5,0.5,1.5,1.5,0.5,1.5,1.5,2.5,4.5,0.5,0.5,4.5
kin,0.5,0.5,1.5,7.5,7.5,7.5,7.5,7.5,6.5,6.5,4.5,5.5
lug,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0
luo,8.0,7.0,8.0,9.0,1.0,6.0,5.0,6.0,7.0,6.0,5.0,4.0
mos,0.5,0.5,0.5,5.5,0.5,6.5,2.5,2.5,1.5,3.5,3.5,1.5
pcm,9.5,9.5,10.5,11.5,8.5,8.5,11.5,11.5,11.5,11.5,11.5,10.5
nya,12.0,10.0,7.0,5.0,12.0,12.0,12.0,12.0,9.0,11.0,13.0,14.0
sna,1.0,2.0,2.0,3.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,3.0
swa,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0
tsn,12.0,12.0,12.0,13.0,11.0,12.0,13.0,10.0,11.0,13.0,11.0,11.0
twi,3.5,2.5,4.5,4.5,5.5,5.5,7.5,8.5,10.5,8.5,8.5,7.5
wol,3.5,4.5,4.5,3.5,0.5,2.5,4.5,4.5,5.5,5.5,3.5,5.5
xho,6.0,3.0,3.0,4.0,5.0,3.0,4.0,6.0,7.0,12.0,10.0,9.0
yor,7.0,7.0,6.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,4.0
zul,1.0,1.0,1.0,3.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,2.0
