,1,2,3,4,5,6,7,8,9,10,11,12
bam,5.0,5.0,5.0,0.0,0.0,1.0,2.0,3.0,2.0,4.0,4.0,6.0
bbj,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0
ewe,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
fon,10.0,10.0,10.0,4.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0
hau,13.0,14.0,14.0,11.0,5.0,4.0,5.0,5.0,8.0,8.0,8.0,6.0
ibo,8.0,8.0,7.0,10.0,8.0,7.0,10.0,11.0,13.0,9.0,8.0,4.0
kin,7.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0
lug,1.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,3.0
luo,2.0,3.0,2.0,1.0,9.0,4.0,5.0,4.0,3.0,4.0,5.0,6.0
mos,2.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,0.0,2.0,2.0,0.0
pcm,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
nya,2.0,0.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0
sna,10.0,11.0,11.0,12.0,9.0,9.0,12.0,12.0,13.0,13.0,13.0,12.0
swa,9.0,10.0,11.0,12.0,9.0,10.0,11.0,12.0,12.0,9.0,9.0,5.0
tsn,9.0,9.0,9.0,10.0,8.0,9.0,10.0,7.0,8.0,10.0,8.0,8.0
twi,1.0,2.0,0.0,0.0,1.0,1.0,3.0,4.0,6.0,4.0,4.0,3.0
wol,9.0,8.0,8.0,9.0,12.0,10.0,8.0,8.0,7.0,7.0,9.0,7.0
xho,0.0,3.0,3.0,2.0,1.0,3.0,2.0,0.0,1.0,6.0,4.0,3.0
yor,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
zul,3.0,1.0,3.0,5.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0
