,1,2,3,4,5,6,7,8,9,10,11,12
bam,-0.5,0.5,2.5,-0.5,2.5,3.5,1.5,-1.5,-0.5,-2.5,-2.5,-2.5
bbj,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,5.0
ewe,4.0,4.0,3.0,3.0,1.0,1.0,2.0,5.0,1.0,13.0,13.0,12.0
fon,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,7.0,7.0
hau,-3.5,-5.5,-3.5,-3.5,-3.5,-2.5,-2.5,-3.5,-2.5,-8.5,-4.5,-4.5
ibo,4.5,5.5,-1.5,-0.5,2.5,3.5,3.5,4.5,-1.5,0.5,1.5,0.5
kin,6.5,7.5,7.5,7.5,7.5,6.5,6.5,6.5,5.5,3.5,4.5,3.5
lug,0.0,-4.0,-2.0,-1.0,-4.0,-3.0,-3.0,-2.0,-2.0,-1.0,0.0,0.0
luo,-4.0,-3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
mos,-4.5,-4.5,-4.5,-4.5,-3.5,-3.5,-4.5,-2.5,-1.5,1.5,1.5,-0.5
pcm,-4.5,-4.5,-4.5,-5.5,-7.5,-5.5,-5.5,-6.5,-5.5,1.5,0.5,4.5
nya,10.0,10.0,11.0,10.0,10.0,8.0,7.0,9.0,9.0,6.0,6.0,6.0
sna,-1.0,-3.0,-1.0,-3.0,1.0,-3.0,-2.0,-4.0,-3.0,-11.0,-5.0,-11.0
swa,3.0,7.0,4.0,4.0,1.0,2.0,1.0,3.0,4.0,9.0,6.0,5.0
tsn,-6.0,-6.0,-6.0,-3.0,-6.0,-1.0,-1.0,-4.0,-6.0,-12.0,-12.0,-7.0
twi,12.5,11.5,11.5,11.5,10.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5
wol,6.5,5.5,5.5,6.5,5.5,4.5,4.5,5.5,4.5,6.5,0.5,-0.5
xho,-13.0,-11.0,-14.0,-12.0,-12.0,-14.0,-12.0,-12.0,-12.0,-17.0,-17.0,-17.0
yor,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
zul,-5.0,-4.0,-2.0,-5.0,-2.0,-4.0,-3.0,-4.0,2.0,-5.0,-8.0,-6.0
