,1,2,3,4,5,6,7,8,9,10,11,12
bam,-3.5,-1.5,0.5,7.5,1.5,-1.5,-2.5,0.5,4.5,2.5,0.5,-4.5
bbj,5.0,-1.0,0.0,0.0,-3.0,-3.0,7.0,6.0,2.0,-3.0,3.0,-3.0
ewe,-6.0,-7.0,-6.0,-4.0,2.0,3.0,-9.0,2.0,-2.0,-5.0,1.0,-5.0
fon,-4.0,-3.0,-2.0,-1.0,-4.0,-3.5,5.0,-3.0,1.0,-1.0,-1.0,-5.0
hau,-15.5,-15.5,-15.5,-15.5,-10.5,-9.5,-15.5,-15.5,-15.5,-14.5,-15.5,-12.5
ibo,-9.5,-1.5,0.5,0.5,-2.5,-5.5,1.5,-1.5,1.5,-0.5,-1.5,-1.5
kin,7.5,6.5,5.5,2.5,3.5,6.5,-1.0,-3.5,0.5,4.5,1.5,9.5
lug,-5.0,-5.0,-2.0,0.0,0.0,0.0,-2.0,-6.0,-12.0,0.0,0.0,0.0
luo,5.0,2.0,2.0,-1.0,5.0,6.0,1.5,9.0,-2.0,10.0,12.0,11.0
mos,13.0,11.0,7.0,7.0,2.0,3.5,5.0,8.0,18.0,9.0,15.0,3.0
pcm,-13.5,-13.5,-14.5,-14.5,-14.5,-14.5,-14.5,-14.5,-14.5,-12.5,-2.5,-2.5
nya,12.5,10.5,8.5,6.5,13.5,14.5,12.5,14.5,9.5,11.5,2.5,12.5
sna,6.0,6.0,6.0,0.0,0.0,-1.0,1.0,-2.0,4.0,-5.0,-5.0,-7.0
swa,-16.0,-16.0,-15.0,-15.0,-10.0,-11.0,-15.0,-15.0,-15.0,-12.0,-13.0,-7.0
tsn,-10.5,-8.5,-11.5,-11.5,2.5,0.5,-4.5,-7.5,-11.5,-2.5,-0.5,-0.5
twi,2.0,7.0,7.0,10.0,13.0,13.0,-1.0,-2.0,11.0,13.0,12.0,8.0
wol,8.0,8.0,3.0,7.0,-6.0,-4.0,-1.0,-4.0,-5.0,0.0,1.0,1.0
xho,11.0,9.0,14.0,11.0,7.0,9.0,17.0,18.0,10.0,4.0,3.0,7.0
yor,-1.0,-2.0,-1.0,-1.0,-6.0,-9.0,5.0,1.0,4.0,-11.0,-11.0,-11.0
zul,14.5,14.5,13.5,11.5,6.5,6.5,10.5,15.5,11.5,12.5,-1.5,7.5
