,1,2,3,4,5,6,7,8,9,10,11,12
bam,-3.5,-3.5,-3.5,-4.5,-4.5,-5.5,-0.5,-7.5,-7.5,-8.5,-7.5,-6.5
bbj,0.0,2.0,-1.0,3.0,-1.0,-2.0,-2.0,1.0,-4.0,0.0,-1.0,1.0
ewe,-1.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,3.0,-2.0,2.0,1.0,1.0
fon,-5.0,-5.0,0.0,-6.0,-5.0,0.0,-6.0,-5.0,-4.0,2.0,0.0,0.0
hau,-14.5,-17.5,-16.5,-15.5,-16.5,-16.5,-12.5,-11.5,-11.5,-9.5,-7.5,-9.5
ibo,0.5,-0.5,-1.5,-6.5,-7.5,-4.5,-6.5,-4.5,-1.5,-11.5,-8.5,-7.5
kin,10.5,10.5,10.5,10.5,10.5,10.5,7.5,10.5,8.5,6.5,6.5,9.5
lug,-4.0,-10.0,-10.0,-3.0,-3.0,-5.0,-2.0,-3.0,-7.0,-3.0,-5.0,-5.0
luo,7.0,10.0,11.0,11.0,11.0,11.0,12.0,11.0,12.0,11.0,10.0,11.0
mos,1.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,7.0,8.0,6.0
pcm,-8.5,-10.5,-12.5,-8.5,-5.5,-6.5,-8.5,-3.5,-7.5,-1.5,2.5,1.5
nya,6.5,12.5,10.5,11.5,11.5,12.5,11.5,9.5,10.5,8.5,8.5,12.5
sna,-5.0,-2.0,-1.0,-4.0,-2.0,-3.0,-3.0,-5.0,-5.0,-8.0,-7.0,-9.0
swa,-4.0,-8.0,-8.0,-8.0,-10.0,-7.0,-9.0,-9.0,-7.0,2.0,2.0,-5.0
tsn,2.5,-2.5,0.5,-2.5,-2.5,1.5,0.5,-0.5,-0.5,-4.5,-2.5,-2.5
twi,11.0,13.0,13.0,13.0,13.0,13.0,14.0,13.0,14.0,14.0,14.0,14.0
wol,4.0,3.0,1.0,3.0,-2.0,-4.0,-1.0,-1.0,1.0,-7.0,-6.0,-10.0
xho,6.0,6.0,5.0,4.0,6.0,4.0,2.0,3.0,1.0,0.0,-1.0,2.0
yor,-11.0,-10.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-7.0,-9.0,-9.0,-10.0
zul,7.5,11.5,11.5,12.5,12.5,8.5,10.5,7.5,12.5,9.5,2.5,6.5
