,1,2,3,4,5,6,7,8,9,10,11,12
bam,6.0,5.0,3.0,6.0,3.0,2.0,4.0,7.0,6.0,8.0,8.0,8.0
bbj,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,5.0
ewe,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,10.0,10.0,9.0
fon,6.0,7.0,7.0,5.0,5.0,6.0,6.0,7.0,6.0,3.0,1.0,1.0
hau,3.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0
ibo,13.0,14.0,7.0,8.0,11.0,12.0,12.0,13.0,7.0,9.0,10.0,9.0
kin,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0
lug,1.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0
luo,6.0,7.0,10.0,10.0,11.0,10.0,10.0,10.0,11.0,10.0,11.0,11.0
mos,6.0,6.0,6.0,6.0,5.0,5.0,6.0,4.0,3.0,0.0,0.0,2.0
pcm,6.0,6.0,6.0,5.0,3.0,5.0,5.0,4.0,5.0,12.0,11.0,15.0
nya,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0
sna,8.0,6.0,8.0,6.0,10.0,6.0,7.0,5.0,6.0,2.0,4.0,2.0
swa,5.0,1.0,4.0,4.0,7.0,6.0,7.0,5.0,4.0,1.0,2.0,3.0
tsn,3.0,3.0,3.0,0.0,3.0,2.0,2.0,1.0,3.0,9.0,9.0,4.0
twi,8.0,7.0,7.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
wol,6.0,7.0,7.0,6.0,7.0,8.0,8.0,7.0,8.0,6.0,12.0,13.0
xho,7.0,5.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,11.0,11.0,11.0
yor,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
zul,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,4.0,3.0,6.0,4.0
