,1,2,3,4,5,6,7,8,9,10,11,12
bam,1.5,4.5,3.5,2.5,1.5,1.5,5.5,2.5,2.5,2.5,2.5,2.5
bbj,2.5,3.5,4.5,6.5,2.5,1.5,2.5,2.5,0.5,4.5,2.5,4.5
ewe,9.0,9.0,10.0,11.0,11.0,12.0,10.0,11.0,11.0,17.0,13.0,15.0
fon,1.0,1.0,4.0,1.0,0.0,6.0,1.0,1.0,4.0,5.0,6.0,5.0
hau,8.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,9.0,7.0
ibo,10.0,10.0,9.0,9.0,9.0,8.0,6.0,9.0,9.0,6.0,9.0,9.0
kin,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
lug,10.0,4.0,1.0,3.0,5.0,4.0,11.0,6.0,0.0,8.0,7.0,1.0
luo,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0
mos,10.0,10.0,7.0,10.0,4.0,5.0,5.0,7.0,2.0,3.0,3.0,2.0
pcm,1.0,3.0,6.0,4.0,1.0,5.0,3.0,1.0,4.0,2.0,2.0,3.0
nya,8.0,8.0,8.0,6.0,7.0,9.0,12.0,11.0,9.0,14.0,13.0,17.0
sna,4.0,5.0,3.0,9.0,3.0,8.0,8.0,8.0,9.0,13.0,9.0,6.0
swa,3.0,6.0,3.0,7.0,8.0,6.0,9.0,4.0,4.0,5.0,4.0,1.0
tsn,1.5,0.5,0.5,0.5,4.5,1.5,2.5,0.5,1.5,4.5,2.5,5.5
twi,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0
wol,4.5,1.5,1.5,2.5,6.5,1.5,0.5,1.5,0.5,6.5,4.5,13.5
xho,10.0,7.0,8.0,7.0,4.0,6.0,6.0,5.0,5.0,14.0,16.0,9.0
yor,9.0,8.0,9.0,5.0,9.0,8.0,8.0,8.0,5.0,9.0,7.0,8.0
zul,5.0,8.0,5.0,8.0,8.0,7.0,9.0,8.0,8.0,4.0,4.0,7.0
