,1,2,3,4,5,6,7,8,9,10,11,12
bam,3.0,0.0,1.0,2.0,3.0,6.0,1.0,7.0,7.0,7.0,7.0,7.0
bbj,5.0,6.0,7.0,9.0,5.0,4.0,5.0,5.0,2.0,7.0,5.0,7.0
ewe,6.0,6.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,0.0
fon,2.0,0.0,3.0,0.0,1.0,5.0,2.0,0.0,3.0,4.0,5.0,4.0
hau,6.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,5.0
ibo,11.0,11.0,10.0,10.0,10.0,9.0,7.0,10.0,10.0,7.0,10.0,10.0
kin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
lug,4.0,10.0,15.0,11.0,9.0,10.0,3.0,8.0,14.0,6.0,7.0,13.0
luo,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0
mos,4.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,9.0,9.0,8.0
pcm,5.0,3.0,0.0,2.0,5.0,1.0,3.0,5.0,2.0,8.0,8.0,9.0
nya,5.0,5.0,5.0,3.0,4.0,6.0,9.0,8.0,6.0,11.0,10.0,14.0
sna,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,7.0,3.0,0.0
swa,2.0,5.0,2.0,6.0,7.0,5.0,8.0,3.0,3.0,6.0,5.0,2.0
tsn,13.0,11.0,12.0,11.0,7.0,13.0,9.0,11.0,10.0,7.0,9.0,6.0
twi,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0
wol,7.0,4.0,4.0,5.0,9.0,4.0,3.0,4.0,3.0,9.0,7.0,16.0
xho,1.0,2.0,1.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,7.0,0.0
yor,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0
zul,0.0,3.0,0.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,9.0,2.0
