,1,2,3,4,5,6,7,8,9,10,11,12
bam,0.0,2.0,4.0,11.0,5.0,2.0,1.0,4.0,8.0,6.0,4.0,1.0
bbj,9.0,3.0,4.0,4.0,1.0,1.0,11.0,10.0,6.0,1.0,7.0,1.0
ewe,3.0,2.0,3.0,5.0,11.0,12.0,0.0,11.0,7.0,4.0,10.0,4.0
fon,9.0,8.0,7.0,6.0,9.0,8.5,0.0,8.0,4.0,6.0,6.0,10.0
hau,14.0,14.0,14.0,14.0,9.0,8.0,14.0,14.0,14.0,13.0,14.0,11.0
ibo,2.0,6.0,8.0,8.0,5.0,2.0,9.0,6.0,9.0,7.0,6.0,6.0
kin,2.0,3.0,4.0,7.0,6.0,3.0,10.5,13.0,9.0,5.0,8.0,0.0
lug,5.0,5.0,2.0,0.0,0.0,0.0,2.0,6.0,12.0,0.0,0.0,0.0
luo,5.0,2.0,2.0,1.0,5.0,6.0,1.5,9.0,2.0,10.0,12.0,11.0
mos,12.0,10.0,6.0,6.0,1.0,2.5,4.0,7.0,17.0,8.0,14.0,2.0
pcm,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,10.0,10.0
nya,0.0,2.0,4.0,6.0,1.0,2.0,0.0,2.0,3.0,1.0,10.0,0.0
sna,8.0,8.0,8.0,2.0,2.0,1.0,3.0,0.0,6.0,3.0,3.0,5.0
swa,17.0,17.0,16.0,16.0,11.0,12.0,16.0,16.0,16.0,13.0,14.0,8.0
tsn,3.0,1.0,4.0,4.0,10.0,8.0,3.0,0.0,4.0,5.0,7.0,7.0
twi,7.0,2.0,2.0,1.0,4.0,4.0,10.0,11.0,2.0,4.0,3.0,1.0
wol,10.0,10.0,5.0,9.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0
xho,8.0,6.0,11.0,8.0,4.0,6.0,14.0,15.0,7.0,1.0,0.0,4.0
yor,1.0,0.0,1.0,1.0,4.0,7.0,7.0,3.0,6.0,9.0,9.0,9.0
zul,4.0,4.0,3.0,1.0,4.0,4.0,0.0,5.0,1.0,2.0,12.0,3.0
