,DATE,PER,ORG,LOC
bam,0.9606660604476929,0.9751907587051392,0.96745365858078,0.9329016804695129
bbj,0.9483532905578613,0.9751488566398621,0.9765616655349731,0.9097616672515869
ewe,0.9517813920974731,0.9742211103439331,0.9870380163192749,0.9545964598655701
fon,0.9455859065055847,0.9746131896972656,0.9801436066627502,0.9087444543838501
hau,0.9578182697296143,0.9736844897270203,0.9611518383026123,0.9145474433898926
ibo,0.9784762263298035,0.9724822640419006,0.9849058985710144,0.9487920999526978
kin,0.9761327505111694,0.9741508364677429,0.9877573251724243,0.9662953019142151
lug,0.9496968388557434,0.9948448538780212,0.9554879069328308,0.9682404398918152
luo,0.9712222218513489,0.9744724035263062,0.9801467061042786,0.9571586847305298
mos,0.9190161228179932,0.9783238172531128,0.982813835144043,0.9360976815223694
nya,0.9672355651855469,0.9759628772735596,0.9849488139152527,0.9520730376243591
pcm,0.9116175174713135,0.9795103669166565,0.9698196053504944,0.9519026279449463
sna,0.9716052412986755,0.9770445227622986,0.9813246130943298,0.9400148391723633
swa,0.9117106795310974,0.9824956655502319,0.9677567481994629,0.9690953493118286
tsn,0.9704613089561462,0.9788771867752075,0.97397381067276,0.9454806447029114
twi,0.9688158631324768,0.9779002070426941,0.9871380925178528,0.9490461349487305
wol,0.9772648811340332,0.9750508666038513,0.9825723171234131,0.9374432563781738
xho,0.9779635071754456,0.9708014130592346,0.9807116985321045,0.9280112385749817
yor,0.9626620411872864,0.9628532528877258,0.9755211472511292,0.9045684337615967
zul,0.9767343997955322,0.9737604856491089,0.9865516424179077,0.9427359104156494
