,DATE,ORG,LOC,PER,Mean
lug,0.999978171198888,0.9999776518782161,0.9999878784427514,0.9999984206298248,0.9999855305374201
kin,0.9999696792322276,0.9999928805755298,0.9999795549030271,0.9999951734332788,0.9999843220360158
ibo,0.9999846629026893,0.9999917291467914,0.9999713904230983,0.9999842759670045,0.9999830146098958
luo,0.9999756061534444,0.999987176031438,0.9999832052895183,0.9999823912476797,0.9999820946805201
twi,0.9999514093117573,0.9999932148272938,0.9999839872440529,0.9999965097696142,0.9999812802881796
tsn,0.9999720819370188,0.9999930705070856,0.9999627047079546,0.9999882100465136,0.9999790167996432
fon,0.9999686750532294,0.999985844834441,0.9999648540569683,0.9999912900362945,0.9999776659952334
nya,0.999968302622799,0.9999952006604861,0.9999629926260509,0.9999800502772089,0.9999766365466363
swa,0.9999270140967361,0.9999918793241985,0.9999967656218306,0.9999887543757945,0.9999761033546399
zul,0.9999833377099936,0.999993106072509,0.9999279619876192,0.9999774273313566,0.9999704582753697
wol,0.9999746276178598,0.9999929529440496,0.9999104011022468,0.9999845773143681,0.999965639744631
sna,0.9999884731760549,0.9999857062391077,0.9998878035260457,0.999982783657238,0.9999611916496116
yor,0.9999757085745745,0.9999880777015084,0.9998963783327274,0.9999824985876927,0.9999606657991258
bam,0.9999673623815164,0.9999612743875845,0.9999208902678254,0.9999901345049697,0.999959915385474
hau,0.999978893872201,0.9999669155126361,0.9998822035617674,0.9999960864831663,0.9999560248574427
pcm,0.9998577728519745,0.9999815425537305,0.9999712338216162,0.9999919383208624,0.999950621887046
mos,0.9998525998173038,0.9999900742190756,0.9999528569154338,0.9999906278356188,0.9999465396968579
xho,0.9999871034381504,0.9999741331205504,0.9998238444649085,0.9999808803725818,0.9999414903490478
ewe,0.9996074319817124,0.9999720700861265,0.9999449563022896,0.9999936014120534,0.9998795149455455
bbj,0.9997395242524336,0.9998535313942236,0.9997965662633793,0.9999948666564329,0.9998461221416174
