,LOC,DATE,PER,ORG,Mean
twi,0.96673983335495,,0.9834757447242737,0.9842340350151062,0.9781498710314432
nya,0.9602920413017273,,0.9836123585700989,0.9741377234458923,0.9726807077725729
mos,0.9610151052474976,,0.978603720664978,0.97769695520401,0.9724385937054952
kin,0.955880343914032,,0.976354718208313,0.9806986451148987,0.9709779024124146
sna,0.9609841704368591,,0.9744332432746887,0.9758202433586121,0.97041255235672
tsn,0.9548882842063904,,0.977886438369751,0.9750534296035767,0.9692760507265726
fon,0.9516844749450684,,0.9763504862785339,0.9795638918876648,0.9691996177037557
wol,0.9501076936721802,,0.9814293384552002,0.9742445349693298,0.9685938556989034
zul,0.9489967226982117,,0.9754774570465088,0.979999840259552,0.9681580066680908
lug,0.9650307893753052,,0.9752945899963379,0.9611331224441528,0.9671528339385986
ibo,0.9426921606063843,,0.9813247323036194,0.9771662354469299,0.9670610427856445
ewe,0.9582719802856445,,0.9680567979812622,0.9736204147338867,0.9666497310002645
luo,0.9667969346046448,,0.9715531468391418,0.9586313962936401,0.9656604925791422
bam,0.9634480476379395,,0.9774149060249329,0.9560071229934692,0.9656233588854471
bbj,0.9360695481300354,,0.9765794277191162,0.974990725517273,0.9625465671221415
xho,0.9506183862686157,,0.958431601524353,0.9695852398872375,0.9595450758934021
hau,0.9300763010978699,,0.9704316854476929,0.9715088605880737,0.9573389490445455
yor,0.9206274747848511,,0.9707479476928711,0.9719371795654297,0.9544375340143839
pcm,0.9481440782546997,,0.9751713275909424,0.9377729296684265,0.9536961118380228
swa,0.9354943037033081,,0.9629653096199036,0.942959189414978,0.9471396009127299
