,DATE,ORG,LOC,PER,Mean
twi,,,,0.9824174046516418,0.9824174046516418
mos,,0.9805933833122253,,0.9743092060089111,0.9774512946605682
nya,,0.9771962761878967,,,0.9771962761878967
wol,,0.9733618497848511,,,0.9733618497848511
hau,,0.9716046452522278,,0.9734514951705933,0.9725280702114105
ewe,,0.9714264273643494,,0.9726666212081909,0.9720465242862701
sna,,,0.9679699540138245,0.9748959541320801,0.9714329540729523
bam,,0.9713302850723267,,,0.9713302850723267
fon,,,,0.9708237648010254,0.9708237648010254
tsn,,0.9775840044021606,0.9622852802276611,,0.9699346423149109
kin,,0.9696095585823059,,,0.9696095585823059
swa,,,,0.9688723683357239,0.9688723683357239
lug,,0.9693651795387268,,0.9669071435928345,0.9681361615657806
ibo,,0.974098801612854,0.9573917388916016,,0.9657452702522278
luo,,0.9691382050514221,,0.9614611268043518,0.965299665927887
pcm,,,0.9533563852310181,0.9695360660552979,0.961446225643158
yor,,0.9763480424880981,0.9376198053359985,,0.9569839239120483
xho,,,0.9533889889717102,0.9584301114082336,0.9559095501899719
zul,,,0.9556997418403625,,0.9556997418403625
bbj,,0.9729704856872559,0.9239710569381714,,0.9484707713127136
