,PER,LOC,ORG,DATE,Mean
kin,0.8232506185425931,0.949480248006588,0.946828570858723,0.9559123450325459,0.9188679456101124
luo,0.8363928859067891,0.9379119908131929,0.9544200406256286,0.9409982580493864,0.9174307938487491
twi,0.85232793253446,0.9209187689821076,0.9644543903154505,0.9311246036979502,0.9172064238824921
sna,0.8463569027671755,0.8933054745903848,0.9513156504303553,0.9675867695391666,0.9146411993317705
lug,0.8447715381965252,0.941402804080312,0.9395310623609529,0.9310944403836384,0.9141999612553571
ibo,0.8469804911565371,0.895504217242613,0.9359367721437447,0.9702561631736103,0.9121694109291263
nya,0.8329444440428861,0.9144869131234914,0.9632464734792675,0.9376289746534873,0.9120767013247831
swa,0.8297527849444657,0.9291100666285439,0.9511136052142752,0.9207585765758552,0.907683758340785
zul,0.8458958413851594,0.8920594305938109,0.9411109459515774,0.9358586866927772,0.9037312261558312
xho,0.8523810566294407,0.8510207758879805,0.9345165239532977,0.9691298140186749,0.9017620426223484
tsn,0.8364541888460096,0.8690690352975398,0.9479063778120196,0.9522074431744323,0.9014092612825003
hau,0.8385228719148355,0.8502489913858831,0.9382535933442742,0.9545026334437462,0.8953820225221847
wol,0.8492862331021237,0.8498387057148147,0.9359300637230582,0.9335898030691608,0.8921612014022894
mos,0.8474504605259289,0.8692726781004622,0.9428659997709667,0.899988040155915,0.8898942946383183
pcm,0.8479523967411982,0.9131063757835687,0.9331638921928054,0.8364469691027577,0.8826674084550825
ewe,0.8335657585274168,0.9052327616021084,0.9418108432590483,0.8450104276905547,0.8814049477697821
bam,0.8360930032862247,0.8740363941796043,0.882666376460853,0.9168107969953699,0.877401642730513
fon,0.8298630063854914,0.8217147215412206,0.9071767813334385,0.8604084250337696,0.85479073357348
yor,0.7782287513148038,0.7515186192350742,0.9241523270310714,0.8880960799314725,0.8354989443781055
bbj,0.8493504749358379,0.7349164590618495,0.850322535113723,0.8448574527603991,0.8198617304679524
