,DATE,ORG,LOC,PER,Mean
hau,,0.9648525714874268,,0.9694647789001465,0.9671586751937866
lug,,0.9631847143173218,,0.9550854563713074,0.9591350853443146
twi,,0.9714736342430115,0.9200286269187927,0.9733056426048279,0.9549359679222107
mos,,0.9568523168563843,,0.9447953104972839,0.9508238136768341
luo,,0.9366249442100525,,0.9546348452568054,0.945629894733429
ewe,,0.9322677850723267,,0.9511761665344238,0.9417219758033752
ibo,,0.9569869041442871,0.9231579899787903,,0.9400724470615387
fon,,0.9498909115791321,0.9238174557685852,0.9463402628898621,0.9400162100791931
swa,,,0.9175600409507751,0.9606459736824036,0.9391030073165894
pcm,,,0.9218206405639648,0.9554790258407593,0.9386498332023621
sna,,,0.9127879738807678,0.9624994397163391,0.9376437067985535
tsn,,0.952389121055603,0.9182658195495605,,0.9353274703025818
nya,,0.9495534300804138,0.9202195405960083,,0.9348864853382111
wol,,0.9354316592216492,0.905545711517334,,0.9204886853694916
bam,,0.9058519601821899,0.9311183094978333,,0.9184851348400116
xho,,,0.8944666981697083,0.9245644807815552,0.9095155894756317
zul,,,0.9026414752006531,,0.9026414752006531
bbj,,0.9399706125259399,0.8498653769493103,,0.8949179947376251
yor,,0.9396820664405823,0.8296728730201721,,0.8846774697303772
kin,,0.9358522295951843,0.8209794759750366,,0.8784158527851105
