,DATE,ORG,LOC,PER,Mean
hau,,0.9687203764915466,,0.9686554670333862,0.9686879217624664
twi,,,,0.9676562547683716,0.9676562547683716
nya,,0.9571662545204163,,,0.9571662545204163
swa,,,,0.9564476609230042,0.9564476609230042
lug,,0.9661840200424194,,0.9391214847564697,0.9526527523994446
mos,,0.9572946429252625,,0.9441539645195007,0.9507243037223816
ibo,,0.9577776789665222,0.938897967338562,,0.9483378231525421
luo,,0.9436248540878296,,0.9496415257453918,0.9466331899166107
ewe,,0.942317008972168,,0.9496637582778931,0.9459903836250305
wol,,0.944739818572998,,,0.944739818572998
kin,,0.9447160363197327,,,0.9447160363197327
sna,,,0.9313840270042419,0.9557846188545227,0.9435843229293823
fon,,,,0.9431483745574951,0.9431483745574951
tsn,,0.9461010694503784,0.9298260807991028,,0.9379635751247406
pcm,,,0.9266331791877747,0.9491698145866394,0.937901496887207
bam,,0.9217603802680969,,,0.9217603802680969
xho,,,0.9142754673957825,0.9270449876785278,0.9206602275371552
zul,,,0.915932297706604,,0.915932297706604
yor,,0.9378713965415955,0.8561354875564575,,0.8970034420490265
bbj,,0.9417281746864319,0.8427301049232483,,0.8922291398048401
