,PER,ORG,DATE,LOC,Mean
hau,0.9998619556427002,0.9997653365135193,0.999487578868866,0.9997422099113464,0.999714270234108
lug,0.9998871088027954,0.9998865723609924,0.9995223879814148,0.9995407462120056,0.9997092038393021
nya,0.9998288154602051,0.9997746348381042,0.9993094801902771,0.9997208714485168,0.9996584504842758
kin,0.9997575879096985,0.9996077418327332,0.9992178082466125,0.9996919631958008,0.9995687752962112
xho,0.9990488886833191,0.9996492862701416,0.9998260736465454,0.9996558427810669,0.9995450228452682
sna,0.9996785521507263,0.9997606873512268,0.9988935589790344,0.9997968077659607,0.9995324015617371
twi,0.9995903968811035,0.9996464252471924,0.9993266463279724,0.999523401260376,0.9995217174291611
ibo,0.9997168183326721,0.9992505311965942,0.9996062517166138,0.9995003342628479,0.999518483877182
zul,0.9995765686035156,0.9996501803398132,0.999614953994751,0.9991401433944702,0.9994954615831375
bam,0.9996278285980225,0.9993855357170105,0.9994249939918518,0.9994592070579529,0.9994743913412094
mos,0.9995067715644836,0.9995169639587402,0.9991135001182556,0.999692976474762,0.9994575530290604
tsn,0.999476432800293,0.9994163513183594,0.9995947480201721,0.9993382692337036,0.999456450343132
swa,0.9994725584983826,0.9994671940803528,0.9993261098861694,0.9994275569915771,0.9994233548641205
luo,0.999193549156189,0.9992937445640564,0.9995986223220825,0.9994872808456421,0.9993932992219925
wol,0.9992431402206421,0.9994308948516846,0.9995328187942505,0.9990990161895752,0.9993264675140381
ewe,0.9993456602096558,0.9993158578872681,0.9992104768753052,0.9990429282188416,0.9992287307977676
bbj,0.9994218349456787,0.9990471601486206,0.9987184405326843,0.9986830949783325,0.998967632651329
fon,0.9985916018486023,0.999436616897583,0.9977726936340332,0.9992298483848572,0.9987576901912689
yor,0.9988677501678467,0.9990299940109253,0.9982649087905884,0.9986798167228699,0.9987106174230576
pcm,0.9990225434303284,0.9985711574554443,0.9987439513206482,0.9984679818153381,0.9987014085054398
