,LOC,DATE,ORG,PER
bam,0.9706418514251709,0.9716296792030334,0.9684767127037048,0.9779318571090698
bbj,0.9524245262145996,0.9608948826789856,0.9858839511871338,0.9847923517227173
ewe,0.9737812280654907,0.9605661630630493,0.9908039569854736,0.9862921833992004
fon,0.9526387453079224,0.9539472460746765,0.9856805801391602,0.9798663258552551
hau,0.9383817315101624,0.9696202874183655,0.9704837203025818,0.9800805449485779
ibo,0.9635687470436096,0.9849962592124939,0.9882943034172058,0.9843361377716064
kin,0.9801760911941528,0.9862633943557739,0.9928469061851501,0.9794203639030457
lug,0.9827603697776794,0.9805919528007507,0.9644798636436462,0.9967072010040283
luo,0.9816984534263611,0.9766160249710083,0.9865041971206665,0.980446994304657
mos,0.9648661613464355,0.9518612027168274,0.9861218929290771,0.9779016375541687
nya,0.9757081866264343,0.9723483920097351,0.9891197085380554,0.9862063527107239
pcm,0.9774360060691833,0.9361187815666199,0.972012460231781,0.9827183485031128
sna,0.9582206606864929,0.9788904786109924,0.9781040549278259,0.9830324649810791
swa,0.9894382357597351,0.9498600959777832,0.9598182439804077,0.9874716401100159
tsn,0.976028561592102,0.9806891083717346,0.9821387529373169,0.9846689701080322
twi,0.9822245836257935,0.9757840633392334,0.9919645190238953,0.9860867857933044
wol,0.9641732573509216,0.9834600687026978,0.9838612079620361,0.9825205206871033
xho,0.955708920955658,0.9822631478309631,0.9776645302772522,0.9805822372436523
yor,0.9491235017776489,0.9707567691802979,0.9818733334541321,0.9753667116165161
zul,0.9687092304229736,0.9824187755584717,0.9856123924255371,0.9795029759407043
