,PER,DATE,ORG,LOC,Mean
sna,0.9923029863155162,0.9991213031868623,0.9986954520999802,0.9985497011638456,0.997167360691551
nya,0.9916500907027516,0.9986451989141727,0.9988598423013388,0.9990791330071429,0.9970585662313516
luo,0.9913010791420594,0.9989313315398259,0.998717629892245,0.9992337648225351,0.9970459513491663
kin,0.9898481584431206,0.9992447312776197,0.9985303757065054,0.9990161898271832,0.9966598638136073
zul,0.9917343969113958,0.9980988259640178,0.9981261811710938,0.998451928552886,0.9966028331498483
lug,0.991271257183714,0.9992833665499485,0.9967391244895346,0.9990573138986434,0.99658776553046
tsn,0.9912720106248478,0.9989411702881918,0.9984210912845121,0.9975324354579435,0.9965416769138739
twi,0.9914915966033118,0.9971284939466567,0.998779479486871,0.9986466834937799,0.9965115633826549
wol,0.9907976503078901,0.998442642399248,0.9980583888640391,0.9980710585577128,0.9963424350322225
mos,0.9914442452460783,0.9977249132734499,0.9981864034436359,0.9977773012172325,0.9962832157950992
ibo,0.9901125386529548,0.9987001500036791,0.997842462359756,0.998037864939294,0.996173253988921
xho,0.9922458186504687,0.9970273101466672,0.9977192842948315,0.9976541390793666,0.9961616380428335
ewe,0.9911815251046331,0.9974655495746687,0.9979896069722657,0.9971161509195622,0.9959382081427824
bam,0.9901434318807942,0.9980512133891345,0.9967127843598518,0.9976526100269388,0.9956400099141798
swa,0.9923660357198737,0.9958738587441229,0.9973328482603917,0.9964747888448682,0.9955118828923142
yor,0.9890609948613212,0.9969720473780522,0.9979713743573839,0.9968483901521697,0.9952132016872317
pcm,0.9920269110204919,0.9948662526941771,0.9953846643916698,0.9975314427038855,0.9949523177025561
fon,0.9916986985674773,0.9937744801622678,0.9970541663841038,0.9968391603325151,0.9948416263615909
bbj,0.991206544204062,0.9957488178383083,0.9967214893352904,0.9950027643348124,0.9946699039281183
hau,0.991240997783146,0.9923622128033902,0.9974432233033664,0.9971009517180052,0.994536846401977
